Value,Cohort,Universe,HHType,Population,SystemPath,ProjectID,ReportRow,ReportID,Step
49,13,10,1,18,-1,"PSH164",54,607271242,"9.3.1"
6,13,10,1,18,-1,"PSH165",54,607271242,"9.3.1"
58,13,10,1,18,-1,"PSH180",54,607271242,"9.3.1"
5,13,10,1,18,-1,"RRH121",54,607271242,"9.3.1"
5,13,10,1,18,-1,"RRH122",54,607271242,"9.3.1"
25,13,10,1,18,-1,"RRH123",54,607271242,"9.3.1"
9,13,10,1,18,-1,"RRH124",54,607271242,"9.3.1"
5,13,10,1,18,-1,"RRH126",54,607271242,"9.3.1"
11,13,10,1,18,-1,"RRH131",54,607271242,"9.3.1"
35,13,10,1,18,-1,"RRH132",54,607271242,"9.3.1"
11,13,10,1,18,-1,"RRH133",54,607271242,"9.3.1"
5,13,10,1,18,-1,"RRH140",54,607271242,"9.3.1"
3,13,10,1,18,-1,"RRH141",54,607271242,"9.3.1"
10,13,10,1,18,-1,"RRH143",54,607271242,"9.3.1"
6,13,10,1,18,-1,"RRH149",54,607271242,"9.3.1"
1,13,10,1,18,-1,"RRH153",54,607271242,"9.3.1"
8,13,10,1,18,-1,"RRH154",54,607271242,"9.3.1"
13,13,10,1,18,-1,"RRH157",54,607271242,"9.3.1"
11,13,10,1,18,-1,"RRH158",54,607271242,"9.3.1"
9,13,10,1,18,-1,"RRH159",54,607271242,"9.3.1"
8,13,10,1,18,-1,"RRH160",54,607271242,"9.3.1"
26,13,10,1,18,-1,"RRH161",54,607271242,"9.3.1"
5,13,10,1,18,-1,"RRH169",54,607271242,"9.3.1"
5,13,10,1,18,-1,"RRH170",54,607271242,"9.3.1"
4,13,10,1,18,-1,"TRN104",54,607271242,"9.3.1"
5,13,10,1,18,-1,"TRN118",54,607271242,"9.3.1"
4,13,10,1,18,-1,"TRN146",54,607271242,"9.3.1"
2,13,10,1,19,-1,"NBN105",54,607271242,"9.3.1"
1,13,10,1,19,-1,"NXS102",54,607271242,"9.3.1"
3,13,10,1,19,-1,"NXS103",54,607271242,"9.3.1"
4,13,10,1,19,-1,"NXS106",54,607271242,"9.3.1"
1,13,10,1,19,-1,"NXS109",54,607271242,"9.3.1"
2,13,10,1,19,-1,"NXS110",54,607271242,"9.3.1"
4,13,10,1,19,-1,"NXS112",54,607271242,"9.3.1"
7,13,10,1,19,-1,"NXS113",54,607271242,"9.3.1"
3,13,10,1,19,-1,"NXS114",54,607271242,"9.3.1"
1,13,10,1,19,-1,"NXS116",54,607271242,"9.3.1"
1,13,10,1,19,-1,"NXS129",54,607271242,"9.3.1"
1,13,10,1,19,-1,"NXS135",54,607271242,"9.3.1"
1,13,10,1,19,-1,"NXS138",54,607271242,"9.3.1"
1,13,10,1,19,-1,"PSH148",54,607271242,"9.3.1"
3,13,10,1,19,-1,"PSH164",54,607271242,"9.3.1"
1,13,10,1,19,-1,"PSH165",54,607271242,"9.3.1"
2,13,10,1,19,-1,"PSH180",54,607271242,"9.3.1"
1,13,10,1,19,-1,"RRH121",54,607271242,"9.3.1"
1,13,10,1,19,-1,"RRH122",54,607271242,"9.3.1"
1,13,10,1,19,-1,"RRH123",54,607271242,"9.3.1"
1,13,10,1,19,-1,"RRH131",54,607271242,"9.3.1"
6,13,10,1,19,-1,"RRH132",54,607271242,"9.3.1"
1,13,10,1,19,-1,"RRH149",54,607271242,"9.3.1"
2,13,10,1,19,-1,"RRH154",54,607271242,"9.3.1"
2,13,10,1,19,-1,"RRH157",54,607271242,"9.3.1"
5,13,10,1,19,-1,"RRH158",54,607271242,"9.3.1"
4,13,10,1,19,-1,"RRH159",54,607271242,"9.3.1"
4,13,10,1,19,-1,"RRH160",54,607271242,"9.3.1"
5,13,10,1,19,-1,"RRH161",54,607271242,"9.3.1"
1,13,10,1,19,-1,"RRH169",54,607271242,"9.3.1"
3,13,10,1,19,-1,"RRH170",54,607271242,"9.3.1"
6,13,10,1,45,-1,"NBN105",54,607271242,"9.3.1"
1,13,10,1,45,-1,"NXS102",54,607271242,"9.3.1"
1,13,10,1,45,-1,"NXS103",54,607271242,"9.3.1"
7,13,10,1,45,-1,"NXS106",54,607271242,"9.3.1"
5,13,10,1,45,-1,"NXS108",54,607271242,"9.3.1"
3,13,10,1,45,-1,"NXS109",54,607271242,"9.3.1"
5,13,10,1,45,-1,"NXS110",54,607271242,"9.3.1"
1,13,10,1,45,-1,"NXS111",54,607271242,"9.3.1"
1,13,10,1,45,-1,"NXS112",54,607271242,"9.3.1"
37,13,10,1,45,-1,"NXS113",54,607271242,"9.3.1"
11,13,10,1,45,-1,"NXS114",54,607271242,"9.3.1"
4,13,10,1,45,-1,"NXS116",54,607271242,"9.3.1"
11,13,10,1,45,-1,"NXS129",54,607271242,"9.3.1"
1,13,10,1,45,-1,"NXS135",54,607271242,"9.3.1"
2,13,10,1,45,-1,"NXS138",54,607271242,"9.3.1"
2,13,10,1,45,-1,"NXS151",54,607271242,"9.3.1"
28,13,10,1,45,-1,"PSH119",54,607271242,"9.3.1"
9,13,10,1,45,-1,"PSH120",54,607271242,"9.3.1"
12,13,10,1,45,-1,"PSH148",54,607271242,"9.3.1"
15,13,10,1,45,-1,"PSH164",54,607271242,"9.3.1"
3,13,10,1,45,-1,"PSH165",54,607271242,"9.3.1"
5,13,10,1,45,-1,"PSH180",54,607271242,"9.3.1"
4,13,10,1,45,-1,"RRH122",54,607271242,"9.3.1"
16,13,10,1,45,-1,"RRH123",54,607271242,"9.3.1"
4,13,10,1,45,-1,"RRH124",54,607271242,"9.3.1"
1,13,10,1,45,-1,"RRH126",54,607271242,"9.3.1"
3,13,10,1,45,-1,"RRH131",54,607271242,"9.3.1"
14,13,10,1,45,-1,"RRH132",54,607271242,"9.3.1"
3,13,10,1,45,-1,"RRH133",54,607271242,"9.3.1"
2,13,10,1,45,-1,"RRH140",54,607271242,"9.3.1"
3,13,10,1,45,-1,"RRH143",54,607271242,"9.3.1"
3,13,10,1,45,-1,"RRH149",54,607271242,"9.3.1"
5,13,10,1,45,-1,"RRH154",54,607271242,"9.3.1"
2,13,10,1,45,-1,"RRH157",54,607271242,"9.3.1"
5,13,10,1,45,-1,"RRH158",54,607271242,"9.3.1"
3,13,10,1,45,-1,"RRH159",54,607271242,"9.3.1"
4,13,10,1,45,-1,"RRH160",54,607271242,"9.3.1"
8,13,10,1,45,-1,"RRH161",54,607271242,"9.3.1"
2,13,10,1,45,-1,"RRH170",54,607271242,"9.3.1"
5,13,10,1,45,-1,"TRN118",54,607271242,"9.3.1"
2,13,10,1,45,-1,"TRN146",54,607271242,"9.3.1"
4,13,10,1,48,-1,"NBN105",54,607271242,"9.3.1"
4,13,10,1,48,-1,"NXS103",54,607271242,"9.3.1"
6,13,10,1,48,-1,"NXS106",54,607271242,"9.3.1"
3,13,10,1,48,-1,"NXS107",54,607271242,"9.3.1"
1,13,10,1,48,-1,"NXS108",54,607271242,"9.3.1"
2,13,10,1,48,-1,"NXS109",54,607271242,"9.3.1"
9,13,10,1,48,-1,"NXS110",54,607271242,"9.3.1"
3,13,10,1,48,-1,"NXS112",54,607271242,"9.3.1"
12,13,10,1,48,-1,"NXS113",54,607271242,"9.3.1"
8,13,10,1,48,-1,"NXS114",54,607271242,"9.3.1"
3,13,10,1,48,-1,"NXS116",54,607271242,"9.3.1"
1,13,10,1,48,-1,"NXS135",54,607271242,"9.3.1"
1,13,10,1,48,-1,"NXS138",54,607271242,"9.3.1"
5,13,10,1,48,-1,"NXS151",54,607271242,"9.3.1"
5,13,10,1,48,-1,"PSH119",54,607271242,"9.3.1"
1,13,10,1,48,-1,"PSH148",54,607271242,"9.3.1"
10,13,10,1,48,-1,"PSH164",54,607271242,"9.3.1"
2,13,10,1,48,-1,"PSH165",54,607271242,"9.3.1"
4,13,10,1,48,-1,"PSH180",54,607271242,"9.3.1"
5,13,10,1,48,-1,"RRH123",54,607271242,"9.3.1"
2,13,10,1,48,-1,"RRH124",54,607271242,"9.3.1"
4,13,10,1,48,-1,"RRH131",54,607271242,"9.3.1"
14,13,10,1,48,-1,"RRH132",54,607271242,"9.3.1"
6,13,10,1,48,-1,"RRH133",54,607271242,"9.3.1"
1,13,10,1,48,-1,"RRH140",54,607271242,"9.3.1"
2,13,10,1,48,-1,"RRH141",54,607271242,"9.3.1"
5,13,10,1,48,-1,"RRH143",54,607271242,"9.3.1"
2,13,10,1,48,-1,"RRH149",54,607271242,"9.3.1"
2,13,10,1,48,-1,"RRH153",54,607271242,"9.3.1"
3,13,10,1,48,-1,"RRH154",54,607271242,"9.3.1"
3,13,10,1,48,-1,"RRH157",54,607271242,"9.3.1"
6,13,10,1,48,-1,"RRH158",54,607271242,"9.3.1"
2,13,10,1,48,-1,"RRH159",54,607271242,"9.3.1"
3,13,10,1,48,-1,"RRH160",54,607271242,"9.3.1"
10,13,10,1,48,-1,"RRH161",54,607271242,"9.3.1"
2,13,10,1,48,-1,"RRH170",54,607271242,"9.3.1"
1,13,10,1,48,-1,"TRN104",54,607271242,"9.3.1"
1,13,10,1,48,-1,"TRN118",54,607271242,"9.3.1"
1,13,10,1,48,-1,"TRN146",54,607271242,"9.3.1"
5,13,10,2,0,-1,"NBN105",54,607271242,"9.3.1"
39,13,10,2,0,-1,"NXS102",54,607271242,"9.3.1"
5,13,10,2,0,-1,"NXS103",54,607271242,"9.3.1"
5,13,10,2,0,-1,"NXS106",54,607271242,"9.3.1"
3,13,10,2,0,-1,"NXS110",54,607271242,"9.3.1"
5,13,10,2,0,-1,"NXS111",54,607271242,"9.3.1"
3,13,10,2,0,-1,"NXS114",54,607271242,"9.3.1"
5,13,10,2,0,-1,"NXS138",54,607271242,"9.3.1"
1,13,10,2,0,-1,"NXS151",54,607271242,"9.3.1"
2,13,10,2,0,-1,"PSH119",54,607271242,"9.3.1"
3,13,10,2,0,-1,"PSH165",54,607271242,"9.3.1"
2,13,10,2,0,-1,"RRH121",54,607271242,"9.3.1"
2,13,10,2,0,-1,"RRH122",54,607271242,"9.3.1"
4,13,10,2,0,-1,"RRH123",54,607271242,"9.3.1"
4,13,10,2,0,-1,"RRH124",54,607271242,"9.3.1"
5,13,10,2,0,-1,"RRH131",54,607271242,"9.3.1"
13,13,10,2,0,-1,"RRH132",54,607271242,"9.3.1"
5,13,10,2,0,-1,"RRH133",54,607271242,"9.3.1"
4,13,10,2,0,-1,"RRH140",54,607271242,"9.3.1"
2,13,10,2,0,-1,"RRH141",54,607271242,"9.3.1"
5,13,10,2,0,-1,"RRH154",54,607271242,"9.3.1"
4,13,10,2,0,-1,"RRH157",54,607271242,"9.3.1"
8,13,10,2,0,-1,"RRH158",54,607271242,"9.3.1"
2,13,10,2,0,-1,"RRH159",54,607271242,"9.3.1"
5,13,10,2,0,-1,"RRH160",54,607271242,"9.3.1"
4,13,10,2,0,-1,"RRH161",54,607271242,"9.3.1"
5,13,10,2,0,-1,"RRH169",54,607271242,"9.3.1"
1,13,10,2,0,-1,"RRH170",54,607271242,"9.3.1"
3,13,10,2,12,-1,"NXS102",54,607271242,"9.3.1"
1,13,10,2,12,-1,"NXS103",54,607271242,"9.3.1"
1,13,10,2,12,-1,"NXS106",54,607271242,"9.3.1"
3,13,10,2,12,-1,"NXS111",54,607271242,"9.3.1"
1,13,10,2,12,-1,"NXS114",54,607271242,"9.3.1"
1,13,10,2,12,-1,"NXS138",54,607271242,"9.3.1"
1,13,10,2,12,-1,"PSH165",54,607271242,"9.3.1"
1,13,10,2,12,-1,"RRH131",54,607271242,"9.3.1"
3,13,10,2,12,-1,"RRH132",54,607271242,"9.3.1"
1,13,10,2,12,-1,"RRH133",54,607271242,"9.3.1"
2,13,10,2,12,-1,"RRH154",54,607271242,"9.3.1"
1,13,10,2,12,-1,"RRH158",54,607271242,"9.3.1"
2,13,10,2,12,-1,"RRH160",54,607271242,"9.3.1"
1,13,10,2,12,-1,"RRH161",54,607271242,"9.3.1"
1,13,10,2,12,-1,"RRH169",54,607271242,"9.3.1"
2,13,10,2,13,-1,"PSH119",54,607271242,"9.3.1"
2,13,10,2,13,-1,"RRH122",54,607271242,"9.3.1"
4,13,10,2,13,-1,"RRH123",54,607271242,"9.3.1"
4,13,10,2,13,-1,"RRH124",54,607271242,"9.3.1"
1,13,10,2,13,-1,"RRH158",54,607271242,"9.3.1"
2,13,10,2,15,-1,"NXS102",54,607271242,"9.3.1"
3,13,10,2,15,-1,"RRH123",54,607271242,"9.3.1"
2,13,10,2,15,-1,"RRH132",54,607271242,"9.3.1"
1,13,10,2,15,-1,"RRH140",54,607271242,"9.3.1"
1,13,10,2,15,-1,"RRH154",54,607271242,"9.3.1"
2,13,10,2,15,-1,"RRH157",54,607271242,"9.3.1"
1,13,10,2,15,-1,"RRH158",54,607271242,"9.3.1"
8,13,10,2,18,-1,"NXS102",54,607271242,"9.3.1"
4,13,10,2,18,-1,"NXS103",54,607271242,"9.3.1"
2,13,10,2,18,-1,"NXS106",54,607271242,"9.3.1"
2,13,10,2,18,-1,"NXS110",54,607271242,"9.3.1"
1,13,10,2,18,-1,"NXS111",54,607271242,"9.3.1"
2,13,10,2,18,-1,"NXS114",54,607271242,"9.3.1"
1,13,10,2,18,-1,"NXS138",54,607271242,"9.3.1"
1,13,10,2,18,-1,"NXS151",54,607271242,"9.3.1"
1,13,10,2,18,-1,"PSH119",54,607271242,"9.3.1"
2,13,10,2,18,-1,"PSH165",54,607271242,"9.3.1"
2,13,10,2,18,-1,"RRH122",54,607271242,"9.3.1"
4,13,10,2,18,-1,"RRH123",54,607271242,"9.3.1"
3,13,10,2,18,-1,"RRH124",54,607271242,"9.3.1"
2,13,10,2,18,-1,"RRH131",54,607271242,"9.3.1"
4,13,10,2,18,-1,"RRH132",54,607271242,"9.3.1"
2,13,10,2,18,-1,"RRH133",54,607271242,"9.3.1"
2,13,10,2,18,-1,"RRH140",54,607271242,"9.3.1"
2,13,10,2,18,-1,"RRH141",54,607271242,"9.3.1"
5,13,10,2,18,-1,"RRH154",54,607271242,"9.3.1"
4,13,10,2,18,-1,"RRH157",54,607271242,"9.3.1"
3,13,10,2,18,-1,"RRH158",54,607271242,"9.3.1"
2,13,10,2,18,-1,"RRH160",54,607271242,"9.3.1"
2,13,10,2,18,-1,"RRH161",54,607271242,"9.3.1"
1,13,10,2,18,-1,"RRH169",54,607271242,"9.3.1"
1,13,10,2,18,-1,"RRH170",54,607271242,"9.3.1"
1,13,10,2,19,-1,"NBN105",54,607271242,"9.3.1"
13,13,10,2,19,-1,"NXS102",54,607271242,"9.3.1"
1,13,10,2,19,-1,"NXS103",54,607271242,"9.3.1"
1,13,10,2,19,-1,"NXS106",54,607271242,"9.3.1"
2,13,10,2,19,-1,"NXS111",54,607271242,"9.3.1"
1,13,10,2,19,-1,"NXS138",54,607271242,"9.3.1"
1,13,10,2,19,-1,"RRH121",54,607271242,"9.3.1"
2,13,10,2,19,-1,"RRH122",54,607271242,"9.3.1"
1,13,10,2,19,-1,"RRH123",54,607271242,"9.3.1"
4,13,10,2,19,-1,"RRH132",54,607271242,"9.3.1"
2,13,10,2,19,-1,"RRH133",54,607271242,"9.3.1"
1,13,10,2,19,-1,"RRH140",54,607271242,"9.3.1"
1,13,10,2,19,-1,"RRH141",54,607271242,"9.3.1"
1,13,10,2,19,-1,"RRH154",54,607271242,"9.3.1"
1,13,10,2,19,-1,"RRH158",54,607271242,"9.3.1"
1,13,10,2,19,-1,"RRH159",54,607271242,"9.3.1"
2,13,10,2,19,-1,"RRH160",54,607271242,"9.3.1"
4,13,10,2,19,-1,"RRH169",54,607271242,"9.3.1"
8,13,10,2,48,-1,"NXS102",54,607271242,"9.3.1"
3,13,10,2,48,-1,"NXS103",54,607271242,"9.3.1"
1,13,10,2,48,-1,"NXS106",54,607271242,"9.3.1"
2,13,10,2,48,-1,"NXS110",54,607271242,"9.3.1"
1,13,10,2,48,-1,"NXS114",54,607271242,"9.3.1"
1,13,10,2,48,-1,"PSH165",54,607271242,"9.3.1"
1,13,10,2,48,-1,"RRH121",54,607271242,"9.3.1"
1,13,10,2,48,-1,"RRH123",54,607271242,"9.3.1"
1,13,10,2,48,-1,"RRH124",54,607271242,"9.3.1"
4,13,10,2,48,-1,"RRH131",54,607271242,"9.3.1"
5,13,10,2,48,-1,"RRH132",54,607271242,"9.3.1"
2,13,10,2,48,-1,"RRH133",54,607271242,"9.3.1"
1,13,10,2,48,-1,"RRH141",54,607271242,"9.3.1"
3,13,10,2,48,-1,"RRH154",54,607271242,"9.3.1"
3,13,10,2,48,-1,"RRH158",54,607271242,"9.3.1"
2,13,10,2,48,-1,"RRH160",54,607271242,"9.3.1"
2,13,10,2,48,-1,"RRH161",54,607271242,"9.3.1"
1,13,10,2,48,-1,"RRH169",54,607271242,"9.3.1"
1,13,10,2,48,-1,"RRH170",54,607271242,"9.3.1"
1,13,10,3,0,-1,"NXS107",54,607271242,"9.3.1"
1,13,10,3,0,-1,"NXS108",54,607271242,"9.3.1"
1,13,10,3,0,-1,"NXS112",54,607271242,"9.3.1"
1,13,10,3,0,-1,"RRH131",54,607271242,"9.3.1"
1,13,10,3,0,-1,"RRH153",54,607271242,"9.3.1"
1,13,10,3,0,-1,"RRH158",54,607271242,"9.3.1"
1,13,10,3,15,-1,"RRH131",54,607271242,"9.3.1"
1,13,10,3,18,-1,"NXS108",54,607271242,"9.3.1"
1,13,10,3,18,-1,"NXS112",54,607271242,"9.3.1"
1,13,10,3,18,-1,"RRH131",54,607271242,"9.3.1"
1,13,10,3,18,-1,"RRH153",54,607271242,"9.3.1"
1,13,10,3,19,-1,"RRH158",54,607271242,"9.3.1"
1,13,10,3,48,-1,"NXS107",54,607271242,"9.3.1"
1,13,10,99,0,-1,"NXS107",54,607271242,"9.3.1"
1,13,10,99,0,-1,"NXS112",54,607271242,"9.3.1"
1,13,10,99,0,-1,"NXS129",54,607271242,"9.3.1"
1,13,10,99,18,-1,"NXS112",54,607271242,"9.3.1"
1,13,10,99,18,-1,"NXS129",54,607271242,"9.3.1"
1,13,10,99,48,-1,"NXS112",54,607271242,"9.3.1"
416,13,11,0,0,-1,,54,607271242,"9.3.1"
19,13,11,0,13,-1,,54,607271242,"9.3.1"
81,13,11,0,15,-1,,54,607271242,"9.3.1"
245,13,11,0,18,-1,,54,607271242,"9.3.1"
50,13,11,0,19,-1,,54,607271242,"9.3.1"
79,13,11,0,48,-1,,54,607271242,"9.3.1"
339,13,11,1,0,-1,,54,607271242,"9.3.1"
13,13,11,1,10,-1,,54,607271242,"9.3.1"
12,13,11,1,11,-1,,54,607271242,"9.3.1"
19,13,11,1,13,-1,,54,607271242,"9.3.1"
295,13,11,1,14,-1,,54,607271242,"9.3.1"
79,13,11,1,15,-1,,54,607271242,"9.3.1"
220,13,11,1,18,-1,,54,607271242,"9.3.1"
31,13,11,1,19,-1,,54,607271242,"9.3.1"
98,13,11,1,45,-1,,54,607271242,"9.3.1"
62,13,11,1,48,-1,,54,607271242,"9.3.1"
71,13,11,2,0,-1,,54,607271242,"9.3.1"
10,13,11,2,12,-1,,54,607271242,"9.3.1"
2,13,11,2,15,-1,,54,607271242,"9.3.1"
21,13,11,2,18,-1,,54,607271242,"9.3.1"
19,13,11,2,19,-1,,54,607271242,"9.3.1"
15,13,11,2,48,-1,,54,607271242,"9.3.1"
3,13,11,3,0,-1,,54,607271242,"9.3.1"
2,13,11,3,18,-1,,54,607271242,"9.3.1"
1,13,11,3,48,-1,,54,607271242,"9.3.1"
3,13,11,99,0,-1,,54,607271242,"9.3.1"
2,13,11,99,18,-1,,54,607271242,"9.3.1"
1,13,11,99,48,-1,,54,607271242,"9.3.1"
17,13,13,0,0,-1,,54,607271242,"9.3.1"
13,13,13,0,13,-1,,54,607271242,"9.3.1"
3,13,13,0,15,-1,,54,607271242,"9.3.1"
13,13,13,0,18,-1,,54,607271242,"9.3.1"
3,13,13,0,48,-1,,54,607271242,"9.3.1"
17,13,13,1,0,-1,,54,607271242,"9.3.1"
1,13,13,1,11,-1,,54,607271242,"9.3.1"
13,13,13,1,13,-1,,54,607271242,"9.3.1"
3,13,13,1,14,-1,,54,607271242,"9.3.1"
3,13,13,1,15,-1,,54,607271242,"9.3.1"
13,13,13,1,18,-1,,54,607271242,"9.3.1"
7,13,13,1,45,-1,,54,607271242,"9.3.1"
3,13,13,1,48,-1,,54,607271242,"9.3.1"
364,13,14,0,0,-1,,54,607271242,"9.3.1"
62,13,14,0,13,-1,,54,607271242,"9.3.1"
85,13,14,0,15,-1,,54,607271242,"9.3.1"
256,13,14,0,18,-1,,54,607271242,"9.3.1"
58,13,14,0,19,-1,,54,607271242,"9.3.1"
99,13,14,0,48,-1,,54,607271242,"9.3.1"
286,13,14,1,0,-1,,54,607271242,"9.3.1"
10,13,14,1,10,-1,,54,607271242,"9.3.1"
14,13,14,1,11,-1,,54,607271242,"9.3.1"
51,13,14,1,13,-1,,54,607271242,"9.3.1"
213,13,14,1,14,-1,,54,607271242,"9.3.1"
74,13,14,1,15,-1,,54,607271242,"9.3.1"
215,13,14,1,18,-1,,54,607271242,"9.3.1"
36,13,14,1,19,-1,,54,607271242,"9.3.1"
82,13,14,1,45,-1,,54,607271242,"9.3.1"
72,13,14,1,48,-1,,54,607271242,"9.3.1"
75,13,14,2,0,-1,,54,607271242,"9.3.1"
12,13,14,2,12,-1,,54,607271242,"9.3.1"
11,13,14,2,13,-1,,54,607271242,"9.3.1"
10,13,14,2,15,-1,,54,607271242,"9.3.1"
39,13,14,2,18,-1,,54,607271242,"9.3.1"
21,13,14,2,19,-1,,54,607271242,"9.3.1"
27,13,14,2,48,-1,,54,607271242,"9.3.1"
3,13,14,3,0,-1,,54,607271242,"9.3.1"
1,13,14,3,15,-1,,54,607271242,"9.3.1"
2,13,14,3,18,-1,,54,607271242,"9.3.1"
1,13,14,3,19,-1,,54,607271242,"9.3.1"
194,13,15,0,0,-1,,54,607271242,"9.3.1"
120,13,15,0,13,-1,,54,607271242,"9.3.1"
50,13,15,0,15,-1,,54,607271242,"9.3.1"
176,13,15,0,18,-1,,54,607271242,"9.3.1"
7,13,15,0,19,-1,,54,607271242,"9.3.1"
23,13,15,0,48,-1,,54,607271242,"9.3.1"
189,13,15,1,0,-1,,54,607271242,"9.3.1"
4,13,15,1,11,-1,,54,607271242,"9.3.1"
118,13,15,1,13,-1,,54,607271242,"9.3.1"
71,13,15,1,14,-1,,54,607271242,"9.3.1"
50,13,15,1,15,-1,,54,607271242,"9.3.1"
173,13,15,1,18,-1,,54,607271242,"9.3.1"
7,13,15,1,19,-1,,54,607271242,"9.3.1"
72,13,15,1,45,-1,,54,607271242,"9.3.1"
22,13,15,1,48,-1,,54,607271242,"9.3.1"
5,13,15,2,0,-1,,54,607271242,"9.3.1"
1,13,15,2,12,-1,,54,607271242,"9.3.1"
2,13,15,2,13,-1,,54,607271242,"9.3.1"
3,13,15,2,18,-1,,54,607271242,"9.3.1"
1,13,15,2,48,-1,,54,607271242,"9.3.1"
433,13,16,0,0,-1,,54,607271242,"9.3.1"
32,13,16,0,13,-1,,54,607271242,"9.3.1"
84,13,16,0,15,-1,,54,607271242,"9.3.1"
258,13,16,0,18,-1,,54,607271242,"9.3.1"
50,13,16,0,19,-1,,54,607271242,"9.3.1"
82,13,16,0,48,-1,,54,607271242,"9.3.1"
356,13,16,1,0,-1,,54,607271242,"9.3.1"
13,13,16,1,10,-1,,54,607271242,"9.3.1"
13,13,16,1,11,-1,,54,607271242,"9.3.1"
32,13,16,1,13,-1,,54,607271242,"9.3.1"
298,13,16,1,14,-1,,54,607271242,"9.3.1"
82,13,16,1,15,-1,,54,607271242,"9.3.1"
233,13,16,1,18,-1,,54,607271242,"9.3.1"
31,13,16,1,19,-1,,54,607271242,"9.3.1"
105,13,16,1,45,-1,,54,607271242,"9.3.1"
65,13,16,1,48,-1,,54,607271242,"9.3.1"
71,13,16,2,0,-1,,54,607271242,"9.3.1"
10,13,16,2,12,-1,,54,607271242,"9.3.1"
2,13,16,2,15,-1,,54,607271242,"9.3.1"
21,13,16,2,18,-1,,54,607271242,"9.3.1"
19,13,16,2,19,-1,,54,607271242,"9.3.1"
15,13,16,2,48,-1,,54,607271242,"9.3.1"
3,13,16,3,0,-1,,54,607271242,"9.3.1"
2,13,16,3,18,-1,,54,607271242,"9.3.1"
1,13,16,3,48,-1,,54,607271242,"9.3.1"
3,13,16,99,0,-1,,54,607271242,"9.3.1"
2,13,16,99,18,-1,,54,607271242,"9.3.1"
1,13,16,99,48,-1,,54,607271242,"9.3.1"
15,1,10,0,50,-1,"HAV137",55,607271242,"9.4.1"
37,1,10,0,50,-1,"NBN105",55,607271242,"9.4.1"
3,1,10,0,50,-1,"NXS102",55,607271242,"9.4.1"
23,1,10,0,50,-1,"NXS106",55,607271242,"9.4.1"
19,1,10,0,50,-1,"NXS108",55,607271242,"9.4.1"
5,1,10,0,50,-1,"NXS109",55,607271242,"9.4.1"
1,1,10,0,50,-1,"NXS110",55,607271242,"9.4.1"
1,1,10,0,50,-1,"NXS111",55,607271242,"9.4.1"
43,1,10,0,50,-1,"NXS113",55,607271242,"9.4.1"
4,1,10,0,50,-1,"NXS114",55,607271242,"9.4.1"
8,1,10,0,50,-1,"NXS116",55,607271242,"9.4.1"
11,1,10,0,50,-1,"NXS127",55,607271242,"9.4.1"
12,1,10,0,50,-1,"NXS129",55,607271242,"9.4.1"
3,1,10,0,50,-1,"NXS135",55,607271242,"9.4.1"
1,1,10,0,50,-1,"NXS138",55,607271242,"9.4.1"
14,1,10,0,50,-1,"NXS147",55,607271242,"9.4.1"
55,1,10,0,50,-1,"PSH119",55,607271242,"9.4.1"
16,1,10,0,50,-1,"PSH120",55,607271242,"9.4.1"
3,1,10,0,50,-1,"PSH148",55,607271242,"9.4.1"
4,1,10,0,50,-1,"PSH164",55,607271242,"9.4.1"
74,1,10,0,50,-1,"PSH180",55,607271242,"9.4.1"
14,1,10,0,50,-1,"RRH122",55,607271242,"9.4.1"
75,1,10,0,50,-1,"RRH123",55,607271242,"9.4.1"
30,1,10,0,50,-1,"RRH124",55,607271242,"9.4.1"
9,1,10,0,50,-1,"RRH126",55,607271242,"9.4.1"
1,1,10,0,50,-1,"RRH131",55,607271242,"9.4.1"
2,1,10,0,50,-1,"RRH132",55,607271242,"9.4.1"
4,1,10,0,50,-1,"RRH133",55,607271242,"9.4.1"
1,1,10,0,50,-1,"RRH140",55,607271242,"9.4.1"
1,1,10,0,50,-1,"RRH141",55,607271242,"9.4.1"
1,1,10,0,50,-1,"RRH143",55,607271242,"9.4.1"
4,1,10,0,50,-1,"RRH158",55,607271242,"9.4.1"
1,1,10,0,50,-1,"RRH159",55,607271242,"9.4.1"
2,1,10,0,50,-1,"RRH160",55,607271242,"9.4.1"
2,1,10,0,50,-1,"RRH161",55,607271242,"9.4.1"
2,1,10,0,50,-1,"TRN104",55,607271242,"9.4.1"
29,1,10,0,50,-1,"TRN118",55,607271242,"9.4.1"
16,1,10,0,50,-1,"TRN146",55,607271242,"9.4.1"
7,1,10,0,53,-1,"HAV137",55,607271242,"9.4.1"
113,1,10,0,53,-1,"NBN105",55,607271242,"9.4.1"
10,1,10,0,53,-1,"NXS102",55,607271242,"9.4.1"
6,1,10,0,53,-1,"NXS103",55,607271242,"9.4.1"
59,1,10,0,53,-1,"NXS106",55,607271242,"9.4.1"
10,1,10,0,53,-1,"NXS107",55,607271242,"9.4.1"
15,1,10,0,53,-1,"NXS108",55,607271242,"9.4.1"
16,1,10,0,53,-1,"NXS109",55,607271242,"9.4.1"
16,1,10,0,53,-1,"NXS110",55,607271242,"9.4.1"
20,1,10,0,53,-1,"NXS111",55,607271242,"9.4.1"
7,1,10,0,53,-1,"NXS112",55,607271242,"9.4.1"
130,1,10,0,53,-1,"NXS113",55,607271242,"9.4.1"
