HoHID,HHType,QualifyingExitHHID,LastInactive,Cohort,Stat,ExitFrom,ExitTo,ReturnTime,HHVet,HHChronic,HHDisability,HHFleeingDV,HoHRaceEthnicity,HHAdultAge,HHParent,AC3Plus,SystemPath,ReportID,Step
"C35817",1,"NXS15122006HH1",2025-09-20,0,1,2,313,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.2"
"C35820",1,"NXS11222052HH1",2025-09-23,0,1,2,410,110,0,0,0,2,56,25,0,0,1,608011156,"7.12.2"
"C35823",1,"NXS10622028HH1",2025-09-21,0,1,2,99,-1,0,4,0,0,567,25,0,0,1,608011156,"7.12.2"
"C35826",1,"RRH15922061HH1",2025-09-24,0,1,7,410,-1,0,1,1,1,5,55,0,0,4,608011156,"7.12.2"
"C35832",1,"NXS11622029HH1",2025-09-21,0,1,2,410,-1,0,0,1,2,15,18,0,0,1,608011156,"7.12.2"
"C35853",2,"RRH15822204HH2",2025-10-02,0,1,5,431,-1,0,0,0,0,5,25,1,0,4,608011156,"7.12.2"
"C35859",2,"NXS10221814HH2",2025-09-12,0,1,2,312,-1,0,0,0,0,2,25,1,0,1,608011156,"7.12.2"
"C35865",1,"NBN10522897HH1",2025-11-09,0,1,2,99,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.2"
"C35865",2,"NBN10522108HH2",2025-09-25,0,1,2,99,24,0,0,0,0,3,25,1,0,1,608011156,"7.12.2"
"C35874",1,"NXS10622116HH1",2025-09-25,0,1,2,99,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.2"
"C35877",1,"NXS11022072HH1",2025-09-24,0,1,2,98,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.2"
"C35880",2,"RSO15222654HH3",2025-10-19,0,1,9,420,-1,0,0,0,1,3,25,1,0,12,608011156,"7.12.2"
"C35892",2,"NXS10222031HH3",2025-09-21,0,1,2,410,156,0,0,1,2,3,25,1,0,1,608011156,"7.12.2"
"C35904",1,"NXS10622135HH1",2025-09-26,0,1,2,313,199,0,0,0,0,5,55,0,0,1,608011156,"7.12.2"
"C35907",1,"NXS10622136HH1",2025-09-26,0,1,2,312,82,0,0,0,0,3,25,0,0,1,608011156,"7.12.2"
"C35910",1,"NBN10522139HH1",2025-10-01,0,1,2,99,94,0,4,0,0,5,25,0,0,1,608011156,"7.12.2"
"C35913",1,"NXS12922140HH1",2025-09-27,0,1,2,99,-1,0,9,1,0,3,25,0,0,1,608011156,"7.12.2"
"C35916",2,"NXS11222086HH3",2025-09-25,0,1,2,411,-1,0,0,0,0,56,25,1,0,1,608011156,"7.12.2"
"C35925",1,"NXS10622146HH1",2025-09-28,0,1,2,411,-1,1,0,0,0,6,55,0,0,1,608011156,"7.12.2"
"C35931",1,"RRH14022378HH1",2025-10-08,0,1,5,410,-1,0,0,0,0,3,18,0,0,4,608011156,"7.12.2"
"C35934",2,"NXS10222125HH3",2025-09-26,0,1,2,99,-1,0,0,0,0,1,25,1,0,1,608011156,"7.12.2"
"C35961",1,"RRH15822218HH1",2025-10-02,0,1,7,312,-1,0,0,0,0,5,25,0,0,4,608011156,"7.12.2"
"C35964",1,"NXS11322152HH1",2025-09-30,0,1,2,422,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.2"
"C35970",1,"NXS12922171HH1",2025-10-01,0,1,2,99,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.2"
"C35976",1,"NXS11322227HH1",2025-10-02,0,1,2,423,-1,0,0,1,1,13,18,0,0,1,608011156,"7.12.2"
"C35982",2,"NXS10622154HH3",2025-09-30,0,1,2,99,-1,0,0,1,0,3,25,1,0,1,608011156,"7.12.2"
"C35991",1,"NBN10522667HH1",2025-10-19,0,1,2,99,-1,0,0,1,1,5,25,0,0,1,608011156,"7.12.2"
"C35994",1,"NBN10522225HH1",2025-10-02,0,1,2,99,16,0,0,1,2,15,55,0,0,1,608011156,"7.12.2"
"C35997",3,"TRN11721871HH1",2025-09-15,0,1,3,99,-1,0,0,1,0,5,-1,0,0,2,608011156,"7.12.2"
"C36000",3,"TRN11721995HH1",2025-09-20,0,1,3,206,-1,0,0,1,0,5,-1,0,0,2,608011156,"7.12.2"
"C36003",1,"NXS11424119HH1",2025-12-19,0,1,2,99,29,0,0,1,0,3,55,0,0,1,608011156,"7.12.2"
"C36006",2,"NXS10222202HH2",2025-10-02,0,1,2,410,-1,0,0,0,1,15,25,1,0,1,608011156,"7.12.2"
"C36012",1,"NXS10622193HH1",2025-10-02,0,1,2,98,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.2"
"C36015",1,"NXS11322238HH1",2025-10-03,0,1,2,423,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.2"
"C36024",1,"NXS11324569HH1",2025-10-03,0,5,2,423,55,0,4,0,2,16,55,0,0,1,608011156,"7.12.2"
"C36036",1,"NXS14722554HH1",2025-10-03,0,5,2,423,-1,0,4,0,2,5,25,0,0,1,608011156,"7.12.2"
"C36042",1,"NXS11322653HH1",2025-10-04,0,5,2,313,-1,0,0,1,0,17,25,0,0,1,608011156,"7.12.2"
"C36051",1,"RRH15922035HH2",2025-09-21,0,1,5,410,-1,0,1,1,2,5,25,0,0,4,608011156,"7.12.2"
"C36060",2,"RRH15821719HH3",2025-09-08,0,1,5,431,-1,0,9,0,0,23,25,1,0,4,608011156,"7.12.2"
"C36072",1,"RRH15822332HH1",2025-10-05,0,1,5,433,-1,0,0,1,0,5,25,0,0,4,608011156,"7.12.2"
"C36075",1,"NBN10522893HH1",2025-10-04,0,5,2,99,-1,0,0,0,0,5,55,0,0,1,608011156,"7.12.2"
"C36078",1,"NXS10622581HH1",2025-10-16,0,1,2,99,-1,0,0,1,0,24,25,0,0,1,608011156,"7.12.2"
"C36084",1,"NXS14724355HH1",2025-12-19,0,5,2,422,-1,1,1,1,0,3,55,0,0,1,608011156,"7.12.2"
"C36096",1,"NXS11322331HH1",2025-10-05,0,1,2,423,-1,0,0,1,0,25,25,0,0,1,608011156,"7.12.2"
"C36099",1,"NXS12723846HH1",2025-12-10,0,5,2,313,54,0,4,0,0,5,25,0,0,1,608011156,"7.12.2"
"C36102",1,"NBN10522328HH1",2025-10-05,0,1,2,99,200,0,0,0,2,5,25,0,0,1,608011156,"7.12.2"
"C36108",1,"NXS12724864HH1",2025-12-02,0,5,2,423,143,0,0,0,0,5,25,0,0,1,608011156,"7.12.2"
"C36111",2,"NBN10522265HH3",2025-10-07,0,1,2,99,-1,0,0,1,0,26,25,1,0,1,608011156,"7.12.2"
"C36114",1,"NXS11325330HH1",2025-10-08,0,5,2,422,-1,0,0,1,0,3,25,0,0,1,608011156,"7.12.2"
"C36117",1,"NXS11322854HH1",2025-10-08,0,5,2,410,-1,0,4,0,0,3,55,0,0,1,608011156,"7.12.2"
"C36120",1,"NXS11322367HH1",2025-10-08,0,1,2,423,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.2"
"C36126",1,"NXS11322341HH1",2025-10-07,0,1,2,423,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.2"
"C36129",1,"RRH12423079HH1",2025-11-10,0,1,7,314,107,1,0,1,0,27,55,0,0,4,608011156,"7.12.2"
"C36132",1,"NXS14722376HH1",2025-10-08,0,1,2,314,-1,0,0,1,2,5,25,0,0,1,608011156,"7.12.2"
"C36135",2,"NXS11022318HH6",2025-10-05,0,1,2,302,-1,0,0,1,2,5,25,1,1,1,608011156,"7.12.2"
"C36153",1,"RRH15822429HH1",2025-10-10,0,1,7,99,-1,0,0,0,2,5,25,0,0,4,608011156,"7.12.2"
"C36156",1,"NXS11622243HH1",2025-10-03,0,1,2,313,-1,0,1,1,2,3,25,0,0,1,608011156,"7.12.2"
"C36159",1,"NXS11622316HH1",2025-10-05,0,1,2,410,-1,0,0,0,1,3,25,0,0,1,608011156,"7.12.2"
"C36162",1,"NXS14722379HH1",2025-10-08,0,1,2,101,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.2"
"C36165",1,"NXS14722390HH1",2025-10-09,0,1,2,423,142,0,0,0,2,35,25,0,0,1,608011156,"7.12.2"
"C36168",1,"NXS14723411HH1",2025-10-09,0,5,2,423,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.2"
"C36171",1,"RRH15822395HH1",2025-10-09,0,1,5,431,-1,0,0,0,0,5,25,0,0,4,608011156,"7.12.2"
"C36177",1,"NXS15121993HH2",2025-09-20,0,1,2,313,-1,0,0,1,2,5,25,0,0,1,608011156,"7.12.2"
"C36183",2,"NXS10222380HH2",2025-10-08,0,1,2,422,-1,0,0,0,1,36,25,1,0,1,608011156,"7.12.2"
"C36189",1,"NXS15121917HH1",2025-09-17,0,1,2,312,-1,0,0,0,2,5,25,0,0,1,608011156,"7.12.2"
"C36192",1,"NXS11322387HH1",2025-10-09,0,1,2,410,-1,0,0,0,2,56,18,0,0,1,608011156,"7.12.2"
"C36195",2,"NXS15122298HH3",2025-10-04,0,1,2,313,-1,0,0,1,2,5,25,1,0,1,608011156,"7.12.2"
"C36204",1,"NXS11325288HH1",2026-01-22,0,5,2,423,-1,0,1,1,0,13,55,0,0,1,608011156,"7.12.2"
"C36210",1,"NXS11323667HH1",2025-12-03,0,1,2,423,122,0,0,1,0,5,25,0,0,1,608011156,"7.12.2"
"C36213",1,"NXS11622967HH1",2025-11-07,0,1,2,410,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.2"
"C36216",1,"RRH15822482HH1",2025-10-12,0,1,5,431,-1,0,0,0,0,5,25,0,0,4,608011156,"7.12.2"
"C36219",1,"NXS12724096HH1",2025-11-23,0,5,2,312,-1,0,0,0,0,3,55,0,0,1,608011156,"7.12.2"
"C36225",1,"NXS11322440HH1",2025-10-10,0,1,2,422,-1,0,4,0,0,5,25,0,0,1,608011156,"7.12.2"
"C36228",1,"NXS14722359HH1",2025-10-08,0,1,2,423,-1,0,0,1,2,5,25,0,0,1,608011156,"7.12.2"
"C36231",2,"RRH13122637HH3",2025-10-18,0,1,5,410,-1,0,0,0,1,5,25,1,0,4,608011156,"7.12.2"
"C36240",1,"NXS14722438HH1",2025-10-10,0,1,2,423,-1,0,0,0,2,3,25,0,0,1,608011156,"7.12.2"
"C36243",1,"RRH12222436HH1",2025-10-10,0,1,7,101,-1,1,9,1,0,3,55,0,0,4,608011156,"7.12.2"
"C36246",1,"NXS10622355HH1",2025-10-08,0,1,2,99,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.2"
"C36249",2,"NXS10222433HH2",2025-10-10,0,1,2,99,-1,0,0,0,0,36,18,1,0,1,608011156,"7.12.2"
"C36255",1,"NXS10722347HH1",2025-10-08,0,1,2,99,-1,0,0,0,1,3,18,0,0,1,608011156,"7.12.2"
"C36258",2,"RRH15922351HH2",2025-10-08,0,1,5,410,-1,0,1,1,1,5,25,1,0,4,608011156,"7.12.2"
"C36264",1,"NXS10622412HH1",2025-10-09,0,1,2,312,-1,0,1,1,1,56,25,0,0,1,608011156,"7.12.2"
"C36267",1,"NXS10622415HH1",2025-10-09,0,1,2,116,-1,0,1,1,2,56,55,0,0,1,608011156,"7.12.2"
"C36270",1,"NXS10622416HH1",2025-10-09,0,1,2,99,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.2"
"C36273",2,"NBN10522424HH5",2025-10-10,0,1,2,99,-1,0,0,0,1,3,25,1,1,1,608011156,"7.12.2"
"C36276",2,"NBN10522910HH2",2025-11-05,0,1,2,99,-1,0,0,0,0,3,18,1,0,1,608011156,"7.12.2"
"C36294",1,"NXS10722422HH1",2025-10-10,0,1,2,99,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.2"
"C36300",1,"RRH12322624HH1",2025-10-18,0,1,5,419,-1,1,1,1,0,67,55,0,0,4,608011156,"7.12.2"
"C36303",1,"NXS10223391HH1",2025-11-22,0,1,2,99,-1,0,4,0,1,35,24,0,0,1,608011156,"7.12.2"
"C36306",1,"RSO15222443HH1",2025-10-10,0,1,9,420,-1,0,9,1,0,5,55,0,0,12,608011156,"7.12.2"
"C36309",1,"RRH14022403HH1",2025-10-09,0,1,5,410,-1,1,0,0,0,3,25,0,0,4,608011156,"7.12.2"
"C36315",1,"NBN10522475HH1",2025-10-13,0,1,2,99,-1,0,1,1,0,5,25,0,0,1,608011156,"7.12.2"
"C36318",2,"NXS10222461HH3",2025-10-11,0,1,2,411,-1,0,0,0,0,5,25,1,0,1,608011156,"7.12.2"
"C36327",1,"NBN10522558HH1",2025-10-21,0,1,2,99,41,0,0,1,0,15,55,0,0,1,608011156,"7.12.2"
"C36339",1,"NXS11020201HH1",2025-06-23,0,1,2,302,-1,0,0,1,2,3,25,0,0,1,608011156,"7.12.2"
"C36345",1,"NXS14724140HH1",2025-10-12,0,5,2,99,52,0,1,1,2,5,25,0,0,1,608011156,"7.12.2"
"C36348",1,"NXS11322496HH1",2025-10-12,0,1,2,410,-1,0,0,1,2,3,55,0,0,1,608011156,"7.12.2"
"C36351",1,"NXS14722508HH1",2025-10-12,0,1,2,423,-1,0,1,1,0,123,25,0,0,1,608011156,"7.12.2"
"C36354",1,"NXS11322507HH1",2025-10-12,0,1,2,206,205,0,0,1,0,5,55,0,0,1,608011156,"7.12.2"
"C36360",1,"NBN10523009HH1",2025-10-14,0,5,2,99,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.2"
"C36363",1,"NBN10522610HH1",2025-10-13,0,5,2,99,-1,0,0,0,0,16,24,0,0,1,608011156,"7.12.2"
"C36366",1,"NXS12922511HH1",2025-10-12,0,1,2,99,-1,0,9,1,0,5,25,0,0,1,608011156,"7.12.2"
"C36369",1,"NXS14722564HH1",2025-10-15,0,1,2,423,-1,0,0,0,0,124,25,0,0,1,608011156,"7.12.2"
"C36372",1,"NXS14722565HH1",2025-10-15,0,1,2,423,-1,0,0,1,2,5,25,0,0,1,608011156,"7.12.2"
"C36375",1,"NXS14722566HH1",2025-10-15,0,1,2,423,139,0,0,1,0,3,55,0,0,1,608011156,"7.12.2"
"C36393",1,"NXS10622485HH1",2025-10-12,0,1,2,99,-1,0,1,1,0,5,25,0,0,1,608011156,"7.12.2"
"C36396",1,"NXS10622517HH1",2025-10-13,0,1,2,99,-1,0,0,0,0,35,25,0,0,1,608011156,"7.12.2"
"C36399",2,"NBN10522519HH3",2025-10-13,0,1,2,99,162,0,0,0,0,35,25,1,0,1,608011156,"7.12.2"
"C36408",1,"NBN10522548HH1",2025-10-15,0,1,2,99,-1,0,0,1,0,36,25,0,0,1,608011156,"7.12.2"
"C36411",1,"NBN10522880HH1",2025-11-06,0,1,2,99,-1,0,0,1,0,5,55,0,0,1,608011156,"7.12.2"
"C36414",1,"NBN10522550HH1",2025-10-16,0,1,2,99,-1,0,0,0,0,3,24,0,0,1,608011156,"7.12.2"
"C36417",1,"NXS11122524HH1",2025-10-13,0,1,2,313,-1,0,0,0,0,5,18,0,0,1,608011156,"7.12.2"
"C36420",1,"NXS14724144HH1",2025-10-14,0,5,2,423,-1,0,0,1,0,127,24,0,0,1,608011156,"7.12.2"
"C36423",1,"NXS11322561HH1",2025-10-15,0,1,2,423,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.2"
"C36426",1,"NXS14722590HH1",2025-10-16,0,1,2,410,-1,1,0,1,0,5,55,0,0,1,608011156,"7.12.2"
"C36429",1,"NXS11322591HH1",2025-10-16,0,1,2,423,155,0,0,0,0,25,25,0,0,1,608011156,"7.12.2"
"C36432",1,"NXS10822269HH1",2025-10-03,0,1,2,206,-1,1,0,1,2,5,55,0,0,1,608011156,"7.12.2"
"C36438",1,"NXS10222568HH3",2025-10-15,0,1,2,101,-1,0,0,1,0,134,25,1,0,1,608011156,"7.12.2"
"C36447",2,"NXS10222592HH3",2025-10-16,0,1,2,423,-1,0,0,0,1,1,25,1,0,1,608011156,"7.12.2"
"C36456",1,"NXS11222534HH1",2025-10-13,0,1,2,206,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.2"
"C36459",3,"NXS10821869HH1",2025-09-14,0,1,2,314,-1,0,0,0,0,5,-1,0,0,1,608011156,"7.12.2"
"C36462",1,"NXS10821822HH1",2025-09-13,0,1,2,302,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.2"
"C36465",1,"NXS10822589HH1",2025-10-16,0,1,2,422,-1,0,0,0,1,5,24,0,0,1,608011156,"7.12.2"
"C36471",2,"NXS10622571HH2",2025-10-15,0,1,2,99,-1,0,0,0,1,136,25,1,0,1,608011156,"7.12.2"
"C36474",1,"NBN10522401HH1",2025-10-10,0,1,2,99,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.2"
"C36477",1,"NBN10522741HH1",2025-10-24,0,1,2,99,52,0,1,1,0,5,55,0,0,1,608011156,"7.12.2"
"C36480",1,"NXS11322578HH1",2025-10-16,0,1,2,422,-1,0,0,1,0,3,25,0,0,1,608011156,"7.12.2"
"C36483",1,"NXS11324234HH1",2025-12-25,0,1,2,423,-1,1,0,0,0,3,25,0,0,1,608011156,"7.12.2"
"C36498",1,"NXS11022607HH1",2025-10-17,0,1,2,302,-1,0,0,1,1,5,55,0,0,1,608011156,"7.12.2"
"C36501",1,"NXS11325329HH1",2025-10-18,0,5,2,314,-1,0,0,1,0,3,55,0,0,1,608011156,"7.12.2"
"C36504",2,"NXS11222616HH2",2025-10-17,0,1,2,422,-1,0,0,0,0,145,25,1,0,1,608011156,"7.12.2"
"C36507",1,"NXS10822400HH1",2025-10-09,0,1,2,302,-1,1,0,1,2,3,55,0,0,1,608011156,"7.12.2"
"C36510",1,"TRN11824037HH1",2025-10-21,0,5,3,423,-1,1,4,0,0,5,55,0,0,3,608011156,"7.12.2"
"C36522",2,"RRH15822663HH5",2025-10-19,0,1,5,431,-1,0,1,1,0,146,25,1,1,4,608011156,"7.12.2"
"C36537",1,"RRH15822767HH1",2025-10-26,0,1,5,434,-1,1,0,0,0,5,25,0,0,4,608011156,"7.12.2"
"C36546",1,"NXS12922674HH1",2025-10-21,0,1,2,99,-1,0,4,0,2,3,25,0,0,1,608011156,"7.12.2"
"C36552",1,"NXS10622673HH1",2025-10-20,0,1,2,312,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.2"
"C36561",1,"NXS14722690HH1",2025-10-22,0,1,2,423,-1,0,0,1,0,5,55,0,0,1,608011156,"7.12.2"
"C36564",1,"NXS14724645HH1",2025-10-22,0,5,2,423,-1,0,0,1,2,16,25,0,0,1,608011156,"7.12.2"
"C36573",1,"RRH16024209HH2",2025-12-24,0,1,7,99,-1,0,0,0,2,5,25,0,0,4,608011156,"7.12.2"
"C36579",1,"NXS10322694HH1",2025-10-22,0,1,2,431,-1,0,0,0,1,3,18,0,0,1,608011156,"7.12.2"
"C36594",2,"RSO15222709HH4",2025-10-23,0,1,9,420,-1,0,0,0,0,5,25,1,1,12,608011156,"7.12.2"
"C36609",1,"NXS14722727HH1",2025-10-23,0,1,2,423,-1,0,0,0,0,56,25,0,0,1,608011156,"7.12.2"
"C36618",1,"NXS11622688HH1",2025-10-22,0,1,2,410,-1,0,0,1,0,6,25,0,0,1,608011156,"7.12.2"
"C36624",1,"NBN10523268HH1",2025-11-20,0,1,2,206,34,0,0,1,0,3,25,0,0,1,608011156,"7.12.2"
"C36627",1,"RRH15822800HH1",2025-10-29,0,1,5,431,-1,0,0,0,0,5,25,0,0,4,608011156,"7.12.2"
"C36630",1,"RRH12324080HH2",2025-12-18,0,1,5,434,-1,1,0,1,0,5,25,1,0,4,608011156,"7.12.2"
"C36633",1,"RRH14022641HH1",2025-10-18,0,1,5,410,-1,0,0,0,0,3,25,0,0,4,608011156,"7.12.2"
"C36636",1,"NXS14722733HH1",2025-10-24,0,1,2,422,-1,0,0,1,0,5,55,0,0,1,608011156,"7.12.2"
"C36639",3,"NXS11022681HH1",2025-10-22,0,1,2,313,-1,0,0,1,0,236,-1,0,0,1,608011156,"7.12.2"
"C36642",1,"NXS10821627HH1",2025-09-06,0,1,2,99,-1,1,0,0,0,5,25,0,0,1,608011156,"7.12.2"
"C36654",1,"NXS13822627HH1",2025-10-18,0,1,2,98,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.2"
"C36660",1,"NXS12723481HH1",2025-10-30,0,5,2,313,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.2"
"C36663",1,"NBN10522744HH1",2025-10-28,0,1,2,99,35,0,0,1,0,5,25,0,0,1,608011156,"7.12.2"
"C36666",1,"NXS12723256HH1",2025-11-17,0,1,2,423,-1,0,4,0,0,5,25,0,0,1,608011156,"7.12.2"
"C36669",1,"NXS12922706HH1",2025-10-23,0,1,2,410,-1,0,9,1,0,245,25,0,0,1,608011156,"7.12.2"
"C36681",1,"TRN11722635HH1",2025-10-18,0,1,3,215,-1,0,9,1,0,56,18,0,0,2,608011156,"7.12.2"
"C36684",3,"TRN11722427HH1",2025-10-10,0,1,3,225,-1,0,0,0,0,5,-1,0,0,2,608011156,"7.12.2"
"C36687",1,"RRH15822831HH1",2025-10-31,0,1,5,431,-1,0,0,0,1,246,25,0,0,4,608011156,"7.12.2"
"C36690",1,"NXS10822747HH1",2025-10-24,0,1,2,423,-1,0,0,0,0,5,55,0,0,1,608011156,"7.12.2"
"C36696",3,"TRN11722354HH1",2025-10-08,0,1,3,215,-1,0,9,1,0,35,-1,0,0,2,608011156,"7.12.2"
"C36699",1,"NXS11122758HH1",2025-10-25,0,1,2,313,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.2"
"C36702",1,"NXS10622761HH1",2025-10-25,0,1,2,313,120,0,0,1,0,5,25,0,0,1,608011156,"7.12.2"
"C36705",1,"NBN10522789HH1",2025-10-29,0,1,2,99,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.2"
"C36708",1,"RRH15822809HH1",2025-10-29,0,1,7,99,-1,0,0,1,0,3,25,0,0,4,608011156,"7.12.2"
"C36714",1,"NXS10725953HH1",2026-03-14,0,1,2,99,-1,0,0,1,1,35,24,0,0,1,608011156,"7.12.2"
"C36720",1,"NXS11324576HH1",2026-01-09,0,5,2,423,-1,0,0,1,0,256,55,0,0,1,608011156,"7.12.2"
"C36723",1,"NXS10722707HH1",2025-10-23,0,1,2,99,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.2"
"C36726",1,"NXS11323101HH1",2025-10-31,0,5,2,422,-1,0,0,1,0,3,25,0,0,1,608011156,"7.12.2"
"C36732",1,"RRH12422750HH1",2025-10-24,0,1,5,419,-1,1,6,1,0,5,55,0,0,4,608011156,"7.12.2"
"C36735",1,"NXS11325376HH1",2025-10-29,0,5,2,422,-1,0,0,0,2,3,25,0,0,1,608011156,"7.12.2"
"C36738",1,"NXS11323392HH1",2025-10-13,0,5,2,423,16,0,0,0,0,56,25,0,0,1,608011156,"7.12.2"
"C36744",1,"NXS10822798HH1",2025-10-29,0,1,2,99,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.2"
"C36747",1,"NXS11324027HH1",2025-10-21,0,5,2,423,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.2"
"C36750",2,"NXS10222770HH7",2025-10-26,0,1,2,410,-1,0,0,1,0,5,25,1,0,1,608011156,"7.12.2"
"C36774",1,"NXS11622777HH1",2025-10-26,0,1,2,314,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.2"
"C36777",1,"NXS11622850HH1",2025-10-31,0,1,2,99,-1,0,0,0,1,3,25,0,0,1,608011156,"7.12.2"
"C36780",1,"NXS10622794HH1",2025-10-29,0,1,2,422,-1,0,4,0,0,3,18,0,0,1,608011156,"7.12.2"
"C36786",1,"NXS11323665HH1",2025-10-30,0,5,2,434,30,0,0,1,0,5,25,0,0,1,608011156,"7.12.2"
"C36789",1,"NXS11322823HH1",2025-10-30,0,1,2,423,106,0,0,1,2,346,25,0,0,1,608011156,"7.12.2"
"C36798",2,"NXS10222840HH3",2025-10-31,0,1,2,313,-1,0,0,0,1,3,25,1,0,1,608011156,"7.12.2"
"C36807",1,"NXS15122822HH1",2025-10-30,0,1,2,313,-1,0,0,0,0,347,25,0,0,1,608011156,"7.12.2"
"C36810",2,"NXS10222837HH3",2025-10-31,0,1,2,99,-1,0,0,0,0,5,25,1,0,1,608011156,"7.12.2"
"C36819",2,"NXS10622421HH3",2025-10-10,0,1,2,422,-1,0,0,0,2,5,25,1,0,1,608011156,"7.12.2"
"C36828",1,"NXS14722856HH1",2025-11-01,0,1,2,101,-1,0,0,0,0,3,18,0,0,1,608011156,"7.12.2"
"C36831",1,"NXS14722857HH1",2025-11-01,0,1,2,423,-1,1,0,0,0,3,25,0,0,1,608011156,"7.12.2"
"C36834",1,"RRH12222679HH1",2025-10-22,0,1,5,410,-1,1,9,1,0,5,25,0,0,4,608011156,"7.12.2"
"C36837",1,"NXS12922661HH1",2025-10-19,0,1,2,99,-1,0,9,1,0,5,25,0,0,1,608011156,"7.12.2"
"C36840",1,"NXS10822825HH1",2025-10-30,0,1,2,312,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.2"
"C36849",2,"NXS11122868HH3",2025-11-01,0,1,2,410,-1,0,0,0,1,3,25,1,0,1,608011156,"7.12.2"
"C36858",1,"NXS12922832HH1",2025-10-31,0,1,2,99,-1,0,9,1,0,367,25,0,0,1,608011156,"7.12.2"
"C36864",2,"NXS10225701HH4",2026-03-02,0,1,2,99,-1,0,0,1,2,5,25,1,0,1,608011156,"7.12.2"
"C36873",1,"NXS14722919HH1",2025-11-05,0,1,2,313,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.2"
"C36876",1,"NXS11322921HH1",2025-11-05,0,1,2,423,-1,0,0,1,0,35,25,0,0,1,608011156,"7.12.2"
"C36882",2,"RRH15823002HH4",2025-11-07,0,1,5,431,188,0,0,0,2,5,25,1,1,4,608011156,"7.12.2"
"C36894",1,"NBN10522896HH1",2025-11-04,0,1,2,99,-1,0,4,0,0,98,25,0,0,1,608011156,"7.12.2"
"C36897",1,"NXS11322938HH1",2025-11-06,0,1,2,423,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.2"
"C36900",1,"NXS11322942HH1",2025-11-06,0,1,2,423,-1,0,0,0,0,13,25,0,0,1,608011156,"7.12.2"
"C36903",1,"NXS11322943HH1",2025-11-06,0,1,2,423,-1,0,0,0,0,467,24,0,0,1,608011156,"7.12.2"
"C36906",1,"NXS15122417HH2",2025-10-10,0,1,2,313,-1,0,0,1,0,35,18,0,0,1,608011156,"7.12.2"
"C36909",1,"RRH15923111HH2",2025-11-12,0,1,5,410,-1,0,0,1,2,5,18,0,0,4,608011156,"7.12.2"
"C36912",1,"NXS11322933HH1",2025-11-06,0,1,2,423,-1,0,0,0,1,5,25,0,0,1,608011156,"7.12.2"
"C36921",1,"NXS12723435HH1",2025-11-06,0,5,2,313,-1,0,1,1,0,567,25,0,0,1,608011156,"7.12.2"
"C36924",1,"NXS12723433HH1",2025-11-06,0,5,2,423,-1,0,1,1,1,56,18,0,0,1,608011156,"7.12.2"
"C36927",1,"NBN10522929HH1",2025-11-05,0,1,2,99,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.2"
"C36930",1,"NXS12922386HH1",2025-10-09,0,1,2,99,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.2"
"C36936",1,"NBN10523822HH1",2025-12-12,0,5,2,99,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.2"
"C36939",1,"NXS11322984HH1",2025-11-07,0,1,2,422,-1,0,4,0,0,1,25,0,0,1,608011156,"7.12.2"
"C36942",1,"NXS11323393HH1",2025-11-03,0,5,2,410,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.2"
"C36945",1,"NXS14722985HH1",2025-11-07,0,1,2,422,-1,0,0,0,3,3,18,0,0,1,608011156,"7.12.2"
