PersonalID,episodeStart,episodeEnd,episodeDays,Step
"C33015",2025-06-02,2025-07-26,55,"7.7.2"
"C33021",2025-06-02,2025-06-12,11,"7.7.2"
"C33021",2025-06-21,2025-07-07,17,"7.7.2"
"C33021",2025-07-24,2025-08-13,21,"7.7.2"
"C33021",2025-08-04,2025-08-13,10,"7.7.2"
"C33024",2025-05-09,2025-06-06,29,"7.7.2"
"C33033",2025-06-01,2025-08-27,88,"7.7.2"
"C33036",2025-03-24,2025-09-07,168,"7.7.2"
"C33045",2025-06-07,2026-02-07,246,"7.7.2"
"C33045",2025-12-12,2026-02-07,58,"7.7.2"
"C33048",2025-05-28,2025-08-12,77,"7.7.2"
"C33051",2025-06-02,2025-12-15,197,"7.7.2"
"C33054",2026-02-24,2026-03-24,29,"7.7.2"
"C33063",2025-06-01,2025-06-27,27,"7.7.2"
"C33066",2025-06-04,2025-11-03,153,"7.7.2"
"C33069",2025-06-02,2025-08-15,75,"7.7.2"
"C33072",2025-06-05,2025-07-06,32,"7.7.2"
"C33072",2026-01-06,2026-02-13,39,"7.7.2"
"C33075",2025-02-28,2025-10-14,229,"7.7.2"
"C33078",2026-02-08,2026-03-22,43,"7.7.2"
"C33084",2025-07-08,2025-08-20,44,"7.7.2"
"C33087",2025-06-06,2025-06-20,15,"7.7.2"
"C33090",2025-06-06,2025-06-27,22,"7.7.2"
"C33093",2025-05-19,2025-07-12,55,"7.7.2"
"C33099",2025-06-07,2025-08-18,73,"7.7.2"
"C33102",2025-06-06,2025-07-03,28,"7.7.2"
"C33105",2025-06-06,2025-07-03,28,"7.7.2"
"C33114",2025-06-06,2025-07-15,40,"7.7.2"
"C33120",2025-06-06,2025-07-10,35,"7.7.2"
"C33120",2025-11-24,2026-01-17,55,"7.7.2"
"C33126",2025-06-07,2025-06-23,17,"7.7.2"
"C33129",2025-06-05,2025-06-25,21,"7.7.2"
"C33129",2026-03-10,2026-03-27,18,"7.7.2"
"C33132",2025-05-01,2025-08-14,106,"7.7.2"
"C33135",2025-06-07,2025-06-27,21,"7.7.2"
"C33135",2025-08-04,2025-09-07,35,"7.7.2"
"C33138",2025-05-29,2025-06-13,16,"7.7.2"
"C33141",2025-05-04,2025-10-20,170,"7.7.2"
"C33153",2025-06-07,2025-06-25,19,"7.7.2"
"C33153",2026-03-06,2026-03-19,14,"7.7.2"
"C33171",2025-10-05,2025-11-26,53,"7.7.2"
"C33180",2025-04-04,2025-12-15,256,"7.7.2"
"C33183",2025-06-08,2025-06-25,18,"7.7.2"
"C33198",2025-05-25,2025-07-11,48,"7.7.2"
"C33210",2025-06-07,2025-07-01,25,"7.7.2"
"C33213",2025-06-09,2025-06-27,19,"7.7.2"
"C33219",2025-05-29,2025-07-20,53,"7.7.2"
"C33222",2025-06-03,2025-08-13,72,"7.7.2"
"C33225",2025-06-08,2025-07-18,41,"7.7.2"
"C33231",2025-07-12,2025-08-15,35,"7.7.2"
"C33231",2025-11-28,2025-12-15,18,"7.7.2"
"C33234",2025-04-14,2025-06-24,72,"7.7.2"
"C33249",2025-06-12,2025-08-14,64,"7.7.2"
"C33252",2025-03-19,2025-07-02,106,"7.7.2"
"C33255",2025-03-19,2025-07-02,106,"7.7.2"
"C33258",2025-06-12,2025-06-25,14,"7.7.2"
"C33258",2025-07-03,,,"7.7.2"
"C33261",2025-06-09,2025-07-01,23,"7.7.2"
"C33264",2025-06-08,2025-07-14,37,"7.7.2"
"C33267",2025-09-01,2026-01-23,145,"7.7.2"
"C33270",2025-06-14,2025-08-11,59,"7.7.2"
"C33273",2025-06-07,2025-07-22,46,"7.7.2"
"C33276",2025-06-04,2025-08-17,75,"7.7.2"
"C33279",2025-06-08,2025-06-24,17,"7.7.2"
"C33282",2025-06-17,2025-08-20,65,"7.7.2"
"C33285",2025-06-21,2025-08-20,61,"7.7.2"
"C33294",2025-05-31,2025-06-15,16,"7.7.2"
"C33318",2025-06-16,2025-08-06,52,"7.7.2"
"C33321",2025-06-25,2025-06-29,5,"7.7.2"
"C33330",2025-06-15,2025-09-03,81,"7.7.2"
"C33348",2025-06-19,2025-08-15,58,"7.7.2"
"C33351",2025-07-03,2025-11-13,134,"7.7.2"
"C33357",2025-05-31,2025-06-27,28,"7.7.2"
"C33363",2025-08-04,2026-02-19,200,"7.7.2"
"C33363",2026-02-27,2026-03-03,5,"7.7.2"
"C33366",2025-04-25,2025-07-12,79,"7.7.2"
"C33372",2025-03-04,2025-08-16,166,"7.7.2"
"C33375",2025-06-19,2025-07-11,23,"7.7.2"
"C33378",2025-06-21,2025-07-17,27,"7.7.2"
"C33378",2025-08-03,2025-11-30,120,"7.7.2"
"C33381",2025-06-19,2025-08-12,55,"7.7.2"
"C33384",2025-01-03,2025-10-30,301,"7.7.2"
"C33387",2025-06-20,2025-08-06,48,"7.7.2"
"C33390",2025-06-01,2025-06-20,20,"7.7.2"
"C33393",2025-06-01,2025-06-16,16,"7.7.2"
"C33405",2025-06-20,2025-08-03,45,"7.7.2"
"C33408",2025-06-20,2025-08-03,45,"7.7.2"
"C33426",2025-06-27,2025-09-17,83,"7.7.2"
"C33429",2025-06-23,2025-08-02,41,"7.7.2"
"C33438",2024-11-05,2025-09-12,312,"7.7.2"
"C33441",2024-02-18,2024-03-07,19,"7.7.2"
"C33444",2025-06-19,2025-07-17,29,"7.7.2"
"C33444",2026-01-14,2026-01-30,17,"7.7.2"
"C33447",2024-02-04,2024-03-16,42,"7.7.2"
"C33453",2025-06-17,2025-07-10,24,"7.7.2"
"C33456",2025-06-24,2025-10-31,130,"7.7.2"
"C33459",2025-06-19,2025-09-28,102,"7.7.2"
"C33462",2022-11-30,2025-11-28,1095,"7.7.2"
"C33465",2025-06-20,2025-07-31,42,"7.7.2"
"C33474",2025-04-04,2025-08-07,126,"7.7.2"
"C33477",2025-06-25,2025-07-14,20,"7.7.2"
"C33480",2025-05-04,2026-02-10,283,"7.7.2"
"C33492",2022-07-09,2025-07-07,1095,"7.7.2"
"C33495",2025-05-24,2025-07-19,57,"7.7.2"
"C33498",2025-06-22,2025-07-07,16,"7.7.2"
"C33501",2025-06-25,2025-11-16,145,"7.7.2"
"C33504",2025-06-06,2025-08-05,61,"7.7.2"
"C33507",2025-05-08,2025-06-20,44,"7.7.2"
"C33510",2025-05-25,2025-06-29,36,"7.7.2"
"C33513",2025-05-26,2025-07-09,45,"7.7.2"
"C33525",2025-09-26,2025-10-15,20,"7.7.2"
"C33534",2025-06-09,2025-07-17,39,"7.7.2"
"C33537",2025-03-04,2025-08-14,164,"7.7.2"
"C33540",2025-03-01,2025-09-12,196,"7.7.2"
"C33543",2025-06-27,2025-08-07,42,"7.7.2"
"C33543",2025-11-22,2026-01-05,45,"7.7.2"
"C33546",2025-06-29,2025-10-24,118,"7.7.2"
"C33552",2025-06-15,2025-09-18,96,"7.7.2"
"C33555",2025-05-02,2025-11-03,186,"7.7.2"
"C33558",2025-05-02,2025-11-03,186,"7.7.2"
"C33573",2025-06-23,2025-08-02,41,"7.7.2"
"C33576",2025-06-23,2025-08-02,41,"7.7.2"
"C33585",2025-04-04,2025-07-14,102,"7.7.2"
"C33585",2026-03-01,2026-03-13,13,"7.7.2"
"C33591",2025-08-01,2025-09-20,51,"7.7.2"
"C33597",2025-06-30,2025-07-25,26,"7.7.2"
"C33600",2025-06-30,2025-09-15,78,"7.7.2"
"C33603",2025-11-13,2025-12-03,21,"7.7.2"
"C33606",2023-01-08,2025-10-12,1009,"7.7.2"
"C33609",2025-06-07,2025-10-03,119,"7.7.2"
"C33618",2025-06-30,2025-07-19,20,"7.7.2"
"C33624",2025-06-30,2025-08-25,57,"7.7.2"
"C33627",2025-06-25,2025-08-12,49,"7.7.2"
"C33630",2024-01-03,2025-08-16,592,"7.7.2"
"C33642",2025-07-03,2025-08-03,32,"7.7.2"
"C33654",2022-10-26,2025-10-25,1096,"7.7.2"
"C33669",2025-07-05,2025-08-05,32,"7.7.2"
"C33672",2025-07-05,2025-08-05,32,"7.7.2"
"C33696",2025-07-03,2025-08-11,40,"7.7.2"
"C33705",2025-07-04,2025-08-02,30,"7.7.2"
"C33708",2025-07-01,2025-11-14,137,"7.7.2"
"C33717",2025-06-04,2025-08-13,71,"7.7.2"
"C33723",2025-07-03,2025-07-29,27,"7.7.2"
"C33726",2025-06-28,2025-07-16,19,"7.7.2"
"C33726",2025-10-26,2025-11-10,16,"7.7.2"
"C33729",2024-12-06,2025-06-29,206,"7.7.2"
"C33732",2025-07-04,2025-07-17,14,"7.7.2"
"C33735",2025-07-05,2025-07-17,13,"7.7.2"
"C33741",2025-07-04,2025-08-20,48,"7.7.2"
"C33750",2023-06-25,2025-12-13,903,"7.7.2"
"C33759",2025-07-05,2025-08-27,54,"7.7.2"
"C33765",2025-06-26,2025-08-15,51,"7.7.2"
"C33768",2025-06-29,2025-09-02,66,"7.7.2"
"C33780",2025-06-16,2025-06-29,14,"7.7.2"
"C33783",2025-07-22,2025-08-22,32,"7.7.2"
"C33786",2025-07-01,2025-08-08,39,"7.7.2"
"C33801",2025-05-04,2025-07-16,74,"7.7.2"
"C33810",2025-06-02,2025-07-24,53,"7.7.2"
"C33813",2025-07-03,2025-08-18,47,"7.7.2"
"C33816",2025-07-06,2025-09-29,86,"7.7.2"
"C33819",2025-07-01,2025-08-21,52,"7.7.2"
"C33819",2025-12-21,2026-02-21,63,"7.7.2"
"C33822",2025-07-05,2025-10-23,111,"7.7.2"
"C33825",2025-07-05,2025-07-30,26,"7.7.2"
"C33825",2025-10-10,2025-10-27,18,"7.7.2"
"C33828",2025-01-03,2025-09-06,247,"7.7.2"
"C33840",2025-02-03,2025-08-22,201,"7.7.2"
"C33843",2025-06-05,2025-07-24,50,"7.7.2"
"C33861",2025-07-11,2025-12-16,159,"7.7.2"
"C33864",2025-07-11,2025-12-16,159,"7.7.2"
"C33867",2025-06-05,2025-07-16,42,"7.7.2"
"C33870",2025-06-05,2025-07-16,42,"7.7.2"
"C33873",2026-03-02,2026-03-18,17,"7.7.2"
"C33879",2025-07-30,2025-10-15,78,"7.7.2"
"C33882",2024-12-06,2025-11-05,335,"7.7.2"
"C33885",2024-12-06,2025-11-05,335,"7.7.2"
"C33888",2025-07-12,2025-09-12,63,"7.7.2"
"C33891",2025-07-12,2025-09-12,63,"7.7.2"
"C33903",2025-06-29,2025-07-18,20,"7.7.2"
"C33906",2025-06-29,2025-07-18,20,"7.7.2"
"C33918",2025-07-15,2025-07-30,16,"7.7.2"
"C33921",2025-07-15,2025-08-04,21,"7.7.2"
"C33921",2026-01-16,2026-01-30,15,"7.7.2"
"C33924",2025-04-06,2025-08-08,125,"7.7.2"
"C33927",2025-06-02,2025-08-07,67,"7.7.2"
"C33930",2025-07-03,2025-09-23,83,"7.7.2"
"C33933",2025-06-04,2025-08-22,80,"7.7.2"
"C33936",2025-03-04,2025-12-30,302,"7.7.2"
"C33942",2025-06-04,2025-07-20,47,"7.7.2"
"C33945",2025-06-28,2025-09-01,66,"7.7.2"
"C33948",2025-07-04,2025-07-18,15,"7.7.2"
"C33951",2025-06-18,2025-12-19,185,"7.7.2"
"C33954",2025-07-16,2025-09-07,54,"7.7.2"
"C33963",2025-07-14,2025-09-29,78,"7.7.2"
"C33966",2025-07-14,2025-08-04,22,"7.7.2"
"C33969",2025-07-11,2025-08-02,23,"7.7.2"
"C33999",2025-03-04,2025-11-21,263,"7.7.2"
"C34002",2025-02-03,2025-08-20,199,"7.7.2"
"C34005",2025-07-10,2025-08-22,44,"7.7.2"
"C34011",2025-07-18,2025-07-30,13,"7.7.2"
"C34023",2025-07-20,2025-08-26,38,"7.7.2"
"C34035",2025-05-29,2025-08-09,73,"7.7.2"
"C34044",2025-07-19,2025-09-16,60,"7.7.2"
"C34050",2025-06-20,2025-08-01,43,"7.7.2"
"C34053",2025-07-20,2025-08-24,36,"7.7.2"
"C34056",2022-08-24,2025-08-22,1095,"7.7.2"
"C34059",2025-07-19,2025-08-21,34,"7.7.2"
"C34062",2025-07-20,2025-09-15,58,"7.7.2"
"C34065",2025-05-16,2025-09-29,137,"7.7.2"
"C34071",2025-07-21,2025-08-15,26,"7.7.2"
"C34071",2026-02-14,2026-02-17,4,"7.7.2"
"C34074",2025-07-16,2025-10-12,89,"7.7.2"
"C34077",2025-07-23,2025-09-07,47,"7.7.2"
"C34080",2025-07-20,2025-08-20,32,"7.7.2"
"C34083",2025-10-05,2025-12-11,68,"7.7.2"
"C34086",2025-03-04,2025-10-15,226,"7.7.2"
"C34089",2025-07-21,2025-09-25,67,"7.7.2"
"C34092",2025-07-21,2025-08-13,24,"7.7.2"
"C34095",2025-01-05,2025-08-22,230,"7.7.2"
"C34098",2025-07-24,2025-08-15,23,"7.7.2"
"C34107",2025-07-15,2025-07-29,15,"7.7.2"
"C34107",2025-09-07,2025-11-29,84,"7.7.2"
"C34116",2025-07-20,2025-08-09,21,"7.7.2"
"C34122",2025-06-29,2025-11-13,138,"7.7.2"
"C34134",2025-07-25,2025-08-13,20,"7.7.2"
"C34137",2025-07-24,2025-09-08,47,"7.7.2"
"C34143",2025-08-02,2026-01-06,158,"7.7.2"
"C34146",2025-07-25,2025-08-30,37,"7.7.2"
"C34158",2025-07-24,2025-08-07,15,"7.7.2"
"C34164",2025-07-16,2025-12-12,150,"7.7.2"
"C34167",2025-07-21,2025-08-11,22,"7.7.2"
"C34170",2025-06-26,2025-11-05,133,"7.7.2"
"C34173",2025-06-23,2025-08-11,50,"7.7.2"
"C34179",2025-01-03,2025-12-02,334,"7.7.2"
"C34182",2025-03-31,2025-08-13,136,"7.7.2"
"C34185",2025-05-04,2025-09-01,121,"7.7.2"
"C34188",2025-07-20,2025-08-03,15,"7.7.2"
"C34191",2025-06-26,2025-11-12,140,"7.7.2"
"C34197",2025-07-29,2025-08-04,7,"7.7.2"
"C34200",2025-05-04,2025-08-09,98,"7.7.2"
"C34200",2026-01-05,2026-02-14,41,"7.7.2"
"C34203",2025-09-07,2025-10-24,48,"7.7.2"
"C34209",2025-08-04,2025-11-11,100,"7.7.2"
"C34212",2025-04-04,2025-08-21,140,"7.7.2"
"C34212",2025-08-29,2025-09-11,14,"7.7.2"
"C34224",2025-08-06,2025-09-16,42,"7.7.2"
"C34227",2025-07-26,2025-08-26,32,"7.7.2"
"C34236",2025-07-25,2025-09-22,60,"7.7.2"
"C34239",2025-07-28,2025-09-12,47,"7.7.2"
"C34239",2026-01-12,2026-01-25,14,"7.7.2"
"C34242",2025-07-31,2025-11-04,97,"7.7.2"
"C34257",2025-04-18,2025-09-08,144,"7.7.2"
"C34260",2025-07-31,2025-08-18,19,"7.7.2"
"C34260",2025-10-05,2026-02-27,146,"7.7.2"
"C34266",2025-07-19,2025-08-12,25,"7.7.2"
"C34269",2025-07-21,2025-12-06,139,"7.7.2"
"C34281",2025-08-01,2025-08-21,21,"7.7.2"
"C34284",2025-08-02,2025-08-25,24,"7.7.2"
"C34287",2025-07-03,2025-09-08,68,"7.7.2"
"C34290",2025-07-27,2025-09-17,53,"7.7.2"
"C34299",2025-08-03,2025-08-09,7,"7.7.2"
"C34320",2025-08-01,2025-09-08,39,"7.7.2"
"C34326",2025-07-24,2025-11-03,103,"7.7.2"
"C34329",2025-04-04,2025-11-03,214,"7.7.2"
"C34332",2022-10-22,2025-08-04,1018,"7.7.2"
"C34338",2025-11-14,2025-12-09,26,"7.7.2"
"C34341",2025-05-07,2025-09-01,118,"7.7.2"
"C34344",2025-04-04,2025-08-31,150,"7.7.2"
"C34347",2025-04-28,2025-09-03,129,"7.7.2"
"C34347",2025-09-23,2025-10-26,34,"7.7.2"
"C34350",2025-08-03,2025-09-01,30,"7.7.2"
"C34356",2025-08-02,2025-10-10,70,"7.7.2"
"C34359",2025-08-03,2025-08-15,13,"7.7.2"
"C34362",2025-08-04,2025-11-28,117,"7.7.2"
"C34377",2025-06-19,2025-11-11,146,"7.7.2"
"C34380",2025-06-19,2025-11-11,146,"7.7.2"
"C34392",2025-07-19,2025-10-20,94,"7.7.2"
"C34395",2025-08-16,2025-09-16,32,"7.7.2"
"C34398",2025-08-08,2025-10-15,69,"7.7.2"
"C34404",2025-08-02,2025-08-16,15,"7.7.2"
"C34407",2025-04-05,2025-08-20,138,"7.7.2"
"C34410",2025-08-05,2025-08-19,15,"7.7.2"
"C34413",2025-08-08,2025-10-15,69,"7.7.2"
"C34422",2025-08-04,2025-10-15,73,"7.7.2"
"C34425",2025-08-04,2025-10-15,73,"7.7.2"
"C34440",2025-03-04,2025-09-04,185,"7.7.2"
"C34470",2025-02-03,2025-11-17,288,"7.7.2"
"C34473",2025-03-04,2025-12-02,274,"7.7.2"
"C34476",2025-08-07,2026-02-11,189,"7.7.2"
"C34479",2025-07-05,2025-09-02,60,"7.7.2"
"C34479",2025-12-31,2026-01-28,29,"7.7.2"
"C34482",2025-07-28,2025-09-02,37,"7.7.2"
"C34485",2025-07-28,2025-09-02,37,"7.7.2"
"C34488",2025-07-05,2025-09-19,77,"7.7.2"
"C34494",2024-08-05,2025-08-23,384,"7.7.2"
"C34500",2025-08-08,2025-09-19,43,"7.7.2"
"C34509",2025-08-16,2025-09-02,18,"7.7.2"
"C34512",2025-07-29,2025-12-29,154,"7.7.2"
"C34533",2025-07-23,2025-11-03,104,"7.7.2"
"C34545",2025-08-09,2025-08-19,11,"7.7.2"
"C34548",2025-08-09,2025-08-25,17,"7.7.2"
"C34551",2025-07-27,2025-10-28,94,"7.7.2"
"C34554",2025-07-27,2025-10-28,94,"7.7.2"
"C34557",2025-05-07,2025-11-18,196,"7.7.2"
"C34560",2025-08-09,2025-09-16,39,"7.7.2"
"C34566",2025-04-18,2026-02-03,292,"7.7.2"
"C34572",2025-08-10,2025-12-01,114,"7.7.2"
"C34575",2025-02-17,2025-10-12,238,"7.7.2"
"C34581",2025-08-08,2026-02-07,184,"7.7.2"
"C34587",2024-08-15,2025-08-19,370,"7.7.2"
"C34590",2025-08-12,2026-02-21,194,"7.7.2"
"C34593",2025-08-12,2025-08-27,16,"7.7.2"
"C34596",2025-08-09,2025-09-08,31,"7.7.2"
"C34608",2025-08-12,2025-11-22,103,"7.7.2"
"C34614",2025-08-08,2025-09-16,40,"7.7.2"
"C34617",2025-08-04,2025-08-25,22,"7.7.2"
"C34620",2025-08-09,2025-08-22,14,"7.7.2"
"C34623",2025-08-11,2025-09-03,24,"7.7.2"
"C34626",2025-04-04,2025-10-07,187,"7.7.2"
"C34629",2025-08-08,2026-01-06,152,"7.7.2"
"C34641",2025-08-04,2025-12-20,139,"7.7.2"
"C34644",2025-11-18,2026-02-11,86,"7.7.2"
"C34650",2025-08-10,2025-09-08,30,"7.7.2"
"C34653",2025-08-05,2025-09-13,40,"7.7.2"
"C34665",2025-08-15,2025-10-05,52,"7.7.2"
"C34668",2025-08-07,2025-08-30,24,"7.7.2"
"C34683",2025-07-04,2025-08-24,52,"7.7.2"
"C34686",2025-08-01,2025-08-21,21,"7.7.2"
"C34689",2025-08-15,2025-09-12,29,"7.7.2"
"C34707",2025-08-04,2025-10-13,71,"7.7.2"
"C34710",2025-08-16,2025-11-23,100,"7.7.2"
"C34722",2025-07-28,2025-09-21,56,"7.7.2"
"C34734",2024-08-19,2025-09-29,407,"7.7.2"
"C34740",2024-02-23,2025-09-11,567,"7.7.2"
"C34743",2025-07-02,2025-09-24,85,"7.7.2"
"C34758",2025-08-11,2025-09-21,42,"7.7.2"
"C34764",2025-08-17,2025-09-01,16,"7.7.2"
"C34767",2025-04-16,2025-12-15,244,"7.7.2"
"C34779",2025-08-17,2025-09-24,39,"7.7.2"
"C34788",2025-08-18,2025-09-28,42,"7.7.2"
"C34791",2025-04-18,2025-12-16,243,"7.7.2"
"C34794",2025-04-18,2025-12-16,243,"7.7.2"
"C34812",2025-08-21,2025-11-27,99,"7.7.2"
"C34815",2025-08-21,2025-11-27,99,"7.7.2"
"C34824",2025-08-16,2025-10-22,68,"7.7.2"
"C34827",2024-07-06,2025-12-19,532,"7.7.2"
"C34830",2025-08-18,2025-09-09,23,"7.7.2"
"C34833",2025-08-18,2025-11-27,102,"7.7.2"
"C34836",2025-08-04,2025-09-24,52,"7.7.2"
"C34854",2025-02-03,2025-11-13,284,"7.7.2"
"C34857",2025-08-25,2025-08-30,6,"7.7.2"
"C34857",2025-11-15,2025-12-10,26,"7.7.2"
"C34863",2025-03-04,2025-10-27,238,"7.7.2"
"C34872",2024-01-03,2025-09-04,611,"7.7.2"
"C34875",2025-08-11,2025-09-19,40,"7.7.2"
"C34878",2025-07-09,2025-08-29,52,"7.7.2"
"C34881",2025-08-22,2025-09-03,13,"7.7.2"
"C34890",2025-08-22,2025-09-18,28,"7.7.2"
"C34893",2026-02-15,2026-03-25,39,"7.7.2"
"C34902",2025-08-23,2025-10-27,66,"7.7.2"
"C34908",2025-07-19,2025-09-12,56,"7.7.2"
"C34911",2025-07-19,2025-10-18,92,"7.7.2"
"C34923",2025-05-04,2025-09-18,138,"7.7.2"
"C34926",2025-07-22,2025-09-10,51,"7.7.2"
"C34929",2025-06-16,2025-08-25,71,"7.7.2"
"C34932",2025-06-16,2025-08-25,71,"7.7.2"
"C34938",2025-08-27,,,"7.7.2"
"C34941",2025-07-31,2026-02-10,195,"7.7.2"
"C34944",2025-08-24,2025-09-13,21,"7.7.2"
"C34953",2025-08-25,2025-10-08,45,"7.7.2"
"C34965",2025-08-27,2025-09-10,15,"7.7.2"
"C34968",2025-10-16,2025-11-28,44,"7.7.2"
"C34977",2025-08-24,2025-09-17,25,"7.7.2"
"C34983",2025-08-04,2025-10-23,81,"7.7.2"
"C34989",2025-07-05,2026-03-27,266,"7.7.2"
"C34992",2025-07-05,2026-03-27,266,"7.7.2"
"C34998",2025-08-12,2025-11-22,103,"7.7.2"
"C35001",2025-08-26,2026-01-28,156,"7.7.2"
"C35007",2025-08-30,2025-12-26,119,"7.7.2"
"C35010",2025-08-30,2025-12-26,119,"7.7.2"
"C35031",2025-08-28,2025-09-12,16,"7.7.2"
"C35034",2025-08-25,2025-10-05,42,"7.7.2"
"C35049",2025-07-24,2025-10-23,92,"7.7.2"
"C35052",2025-07-16,2025-09-12,59,"7.7.2"
"C35073",2025-08-28,2025-10-15,49,"7.7.2"
"C35082",2024-10-05,2025-10-04,365,"7.7.2"
"C35088",2025-08-06,2025-09-04,30,"7.7.2"
"C35094",2025-07-24,2025-08-23,31,"7.7.2"
"C35097",2025-07-28,2025-08-10,14,"7.7.2"
"C35097",2025-09-29,2025-11-15,48,"7.7.2"
"C35100",2025-08-15,2025-09-14,31,"7.7.2"
"C35103",2024-02-03,2025-10-15,621,"7.7.2"
"C35124",2025-08-17,2025-08-30,14,"7.7.2"
"C35133",2025-08-14,2025-10-06,54,"7.7.2"
"C35151",2025-08-26,2025-09-13,19,"7.7.2"
"C35154",2025-08-31,2025-09-15,16,"7.7.2"
"C35157",2025-08-12,2025-11-10,91,"7.7.2"
"C35166",2025-09-02,2025-10-09,38,"7.7.2"
"C35169",2025-09-01,2025-09-06,6,"7.7.2"
"C35172",2025-08-31,2025-10-30,61,"7.7.2"
"C35175",2025-08-27,2025-09-19,24,"7.7.2"
"C35178",2025-09-04,2025-12-27,115,"7.7.2"
"C35181",2025-09-04,2025-09-18,15,"7.7.2"
"C35193",2025-09-04,2025-09-28,25,"7.7.2"
"C35205",2025-08-30,2026-02-21,176,"7.7.2"
"C35208",2025-08-30,2026-02-21,176,"7.7.2"
"C35217",2025-09-04,2025-09-23,20,"7.7.2"
"C35217",2026-01-09,2026-01-26,18,"7.7.2"
"C35220",2025-09-04,2025-09-17,14,"7.7.2"
"C35223",2025-04-18,2025-10-02,168,"7.7.2"
"C35232",2025-08-18,2025-10-19,63,"7.7.2"
"C35235",2025-09-06,2025-09-24,19,"7.7.2"
"C35238",2025-11-18,2026-02-10,85,"7.7.2"
"C35241",2025-09-06,2025-10-15,40,"7.7.2"
"C35256",2025-08-24,2025-10-17,55,"7.7.2"
"C35259",2025-08-24,2025-10-17,55,"7.7.2"
"C35271",2025-09-02,2025-09-18,17,"7.7.2"
"C35274",2025-09-02,2025-09-18,17,"7.7.2"
"C35286",2025-08-04,2025-11-25,114,"7.7.2"
"C35289",2025-09-07,2025-10-30,54,"7.7.2"
"C35292",2025-08-28,2025-12-07,102,"7.7.2"
"C35295",2025-09-05,2025-09-20,16,"7.7.2"
"C35313",2025-09-06,2025-11-13,69,"7.7.2"
"C35316",2025-02-06,2025-09-30,237,"7.7.2"
"C35322",2025-06-15,2025-09-07,85,"7.7.2"
"C35325",2025-08-18,2025-10-06,50,"7.7.2"
"C35328",2025-09-08,2025-11-22,76,"7.7.2"
"C35331",2025-08-18,2025-09-28,42,"7.7.2"
"C35334",2025-09-09,2025-09-20,12,"7.7.2"
"C35337",2025-09-08,2025-09-20,13,"7.7.2"
"C35337",2025-09-28,2025-10-03,6,"7.7.2"
"C35349",2025-06-04,2025-09-30,119,"7.7.2"
"C35352",2025-09-07,2025-11-01,56,"7.7.2"
"C35355",2025-09-07,2025-11-01,56,"7.7.2"
"C35361",2025-08-22,2025-09-04,14,"7.7.2"
"C35364",2025-11-23,2025-12-02,10,"7.7.2"
"C35367",2025-09-08,2025-11-18,72,"7.7.2"
"C35370",2025-08-27,2025-10-28,63,"7.7.2"
"C35379",2025-09-04,2026-01-29,148,"7.7.2"
"C35382",2025-08-18,2025-10-15,59,"7.7.2"
"C35385",2025-09-07,2025-09-27,21,"7.7.2"
"C35388",2025-09-07,2025-11-29,84,"7.7.2"
"C35391",2025-01-06,2025-09-12,250,"7.7.2"
"C35397",2025-09-11,2025-10-31,51,"7.7.2"
"C35403",2025-09-11,2025-09-29,19,"7.7.2"
"C35409",2025-08-28,2025-09-18,22,"7.7.2"
"C35415",2025-09-11,2025-12-16,97,"7.7.2"
"C35418",2024-12-06,2025-09-28,297,"7.7.2"
"C35421",2025-07-24,2025-11-27,127,"7.7.2"
"C35439",2025-08-07,2025-10-19,74,"7.7.2"
"C35442",2025-08-07,2025-10-19,74,"7.7.2"
"C35448",2025-09-11,2025-12-16,97,"7.7.2"
"C35463",2025-09-12,2025-10-23,42,"7.7.2"
"C35466",2025-08-19,2025-11-13,87,"7.7.2"
"C35481",2025-04-18,2025-10-10,176,"7.7.2"
"C35484",2025-04-18,2025-10-10,176,"7.7.2"
"C35487",2025-09-19,2025-10-02,14,"7.7.2"
"C35499",2026-02-01,2026-02-19,19,"7.7.2"
"C35502",2025-07-20,2025-09-18,61,"7.7.2"
"C35508",2025-09-15,2025-10-16,32,"7.7.2"
"C35520",2025-09-14,2025-10-20,37,"7.7.2"
"C35523",2025-09-12,2025-10-15,34,"7.7.2"
"C35526",2025-09-12,2025-10-11,30,"7.7.2"
"C35532",2025-09-13,2025-10-06,24,"7.7.2"
"C35535",2025-05-07,2025-09-29,146,"7.7.2"
"C35541",2025-10-23,2025-11-12,21,"7.7.2"
"C35550",2025-09-17,2025-12-23,98,"7.7.2"
"C35553",2025-07-05,2026-01-20,200,"7.7.2"
"C35556",2025-09-18,2025-12-26,100,"7.7.2"
"C35562",2025-09-17,2025-10-03,17,"7.7.2"
"C35568",2025-07-18,2025-09-08,53,"7.7.2"
"C35571",2025-07-07,2025-09-19,75,"7.7.2"
"C35574",2025-08-18,2025-11-28,103,"7.7.2"
"C35574",2025-12-26,2026-01-28,34,"7.7.2"
"C35577",2025-01-03,2025-11-05,307,"7.7.2"
"C35583",2025-09-12,2026-03-02,172,"7.7.2"
"C35589",2025-08-25,2025-10-20,57,"7.7.2"
"C35607",2025-07-05,2025-11-07,126,"7.7.2"
"C35610",2025-09-04,2025-10-17,44,"7.7.2"
"C35616",2025-09-19,2025-10-16,28,"7.7.2"
"C35622",2025-09-13,2025-10-15,33,"7.7.2"
"C35637",2025-06-03,2025-12-12,193,"7.7.2"
