HoHID,HHType,FirstEntry,LastInactive,Stat,StatEnrollmentID,ReturnTime,HHChronic,HHVet,HHDisability,HHFleeingDV,HoHRaceEthnicity,HHAdult,HHChild,HHNoDOB,HHAdultAge,HHParent,ESTStatus,ESTGeography,ESTLivingSit,ESTDestination,ESTChronic,ESTVet,ESTDisability,ESTFleeingDV,ESTAC3Plus,ESTAdultAge,ESTParent,RRHStatus,RRHMoveIn,RRHGeography,RRHLivingSit,RRHDestination,RRHPreMoveInDays,RRHChronic,RRHVet,RRHDisability,RRHFleeingDV,RRHAC3Plus,RRHAdultAge,RRHParent,PSHStatus,PSHMoveIn,PSHGeography,PSHLivingSit,PSHDestination,PSHHousedDays,PSHChronic,PSHVet,PSHDisability,PSHFleeingDV,PSHAC3Plus,PSHAdultAge,PSHParent,ESDays,THDays,ESTDays,RRHPSHPreMoveInDays,RRHHousedDays,SystemDaysNotPSHHoused,SystemHomelessDays,Other3917Days,TotalHomelessDays,SystemPath,ESTAIR,RRHAIR,PSHAIR,RRHSOStatus,RRHSOMoveIn,ReportID,Step
"C38316",1,2025-12-26,2025-12-25,1,,-1,0,0,1,0,3,1,0,0,25,0,22,1,101,422,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,19,0,19,0,0,19,19,0,19,1,1,0,0,0,-1,607271242,"6.18"
"C38319",1,2025-12-23,2025-12-22,1,,-1,0,0,1,0,24,1,0,0,25,0,22,3,207,116,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,15,0,15,0,0,15,15,0,15,1,1,0,0,0,-1,607271242,"6.18"
"C38322",1,2025-12-26,2025-12-25,1,,-1,0,0,0,0,56,1,0,0,25,0,22,1,410,423,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,14,0,14,0,0,14,14,0,14,1,1,0,0,0,-1,607271242,"6.18"
"C38325",1,2025-12-26,2025-12-25,1,,-1,0,0,1,2,56,2,0,0,25,0,22,1,116,116,0,0,1,2,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,55,0,55,0,0,55,55,24,79,1,1,0,0,0,-1,607271242,"6.18"
"C38331",1,2025-12-26,2025-12-25,1,,-1,0,0,1,0,56,1,0,0,25,0,22,1,101,422,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,26,0,26,0,0,26,26,0,26,1,1,0,0,0,-1,607271242,"6.18"
"C38334",1,2025-12-26,2025-12-25,1,,-1,0,0,0,0,5,1,0,0,25,0,22,1,206,99,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,78,0,78,0,0,78,78,0,78,1,1,0,0,0,-1,607271242,"6.18"
"C38337",1,2025-12-26,2025-12-25,1,,-1,0,0,0,0,25,1,0,0,25,0,22,1,101,423,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,15,0,15,0,0,15,15,5,20,1,1,0,0,0,-1,607271242,"6.18"
"C38340",2,2025-12-25,2025-12-24,1,,-1,0,0,0,1,3,1,1,0,25,1,22,1,314,99,0,0,0,1,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,17,0,17,0,0,17,17,21,38,1,1,0,0,0,-1,607271242,"6.18"
"C38349",1,2025-12-26,2025-12-25,1,,-1,0,0,1,2,3,1,0,0,25,0,22,1,335,423,0,0,1,2,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,52,0,52,0,0,52,52,5,57,1,1,0,0,0,-1,607271242,"6.18"
"C38352",1,2026-01-06,2026-01-05,1,,-1,0,0,1,0,5,1,0,0,55,0,22,1,206,423,0,0,1,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,28,0,28,0,0,28,28,0,28,1,1,0,0,0,-1,607271242,"6.18"
"C38358",1,2025-12-25,2025-12-24,1,,-1,0,0,0,0,3,1,0,0,25,0,22,3,336,98,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,24,0,24,0,0,24,24,0,24,1,1,0,0,0,-1,607271242,"6.18"
"C38361",1,2025-12-25,2025-12-24,1,,-1,0,0,0,2,1,1,0,0,25,0,22,3,314,313,0,0,0,2,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,25,0,25,0,0,25,25,2,27,1,1,0,0,0,-1,607271242,"6.18"
"C38364",1,2025-12-20,2025-12-19,1,,-1,0,0,0,0,5,1,0,0,18,0,21,3,336,-1,0,0,0,0,0,18,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,106,0,106,0,0,106,106,2,108,1,1,0,0,0,-1,607271242,"6.18"
"C38367",1,2025-12-27,2025-12-26,1,,-1,1,0,1,2,27,1,0,0,25,0,21,1,205,-1,1,0,1,2,0,25,0,22,1,1,101,423,55,1,0,1,2,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,71,0,71,54,1,126,125,585,710,5,1,1,0,0,-1,607271242,"6.18"
"C38370",1,2025-12-27,2025-12-26,1,,-1,0,0,0,0,3,1,0,0,25,0,22,1,410,313,0,0,0,0,0,25,0,21,1,1,101,-1,1,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,79,0,79,1,179,259,80,19,99,5,1,1,0,0,-1,607271242,"6.18"
"C38373",1,2025-12-26,2025-12-25,1,,-1,0,0,1,1,5,1,0,0,24,0,22,1,336,98,0,0,1,1,0,24,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,28,0,28,0,0,28,28,0,28,1,1,0,0,0,-1,607271242,"6.18"
"C38379",1,2025-12-27,2025-12-26,1,,-1,0,0,1,2,5,2,0,0,25,1,21,1,116,-1,0,0,1,2,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,142,0,142,0,0,142,142,2,144,1,1,0,0,0,-1,607271242,"6.18"
"C38382",1,2026-07-11,2026-07-10,1,,-1,0,0,1,2,5,1,0,0,25,0,21,1,101,-1,0,0,1,2,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,82,0,82,0,0,82,82,3,85,1,1,0,0,0,-1,607271242,"6.18"
"C38385",1,2025-12-28,2025-12-27,1,,-1,0,0,0,0,34,1,0,0,25,0,22,1,336,422,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,24,0,24,0,0,24,24,2,26,1,1,0,0,0,-1,607271242,"6.18"
"C38397",1,2025-11-10,2025-11-09,1,,-1,9,0,1,0,5,1,0,0,25,0,22,1,206,206,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,44,0,44,0,0,44,44,0,44,1,1,0,0,0,-1,607271242,"6.18"
"C38400",1,2026-01-24,2026-01-23,1,,-1,0,0,1,0,56,1,0,0,55,0,22,1,99,99,0,0,1,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,4,0,4,0,0,4,4,99,103,1,1,0,0,0,-1,607271242,"6.18"
"C38406",2,2026-02-13,2026-02-12,1,,-1,0,0,0,0,3,2,3,0,25,1,22,1,335,116,0,0,0,0,1,25,1,21,0,1,101,-1,200,0,0,0,0,1,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,48,0,48,182,0,230,230,0,230,5,1,0,0,0,-1,607271242,"6.18"
"C38409",1,2025-12-29,2025-12-28,1,,-1,0,0,0,0,3,1,0,0,25,0,22,1,336,423,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,23,0,23,0,0,23,23,0,23,1,1,0,0,0,-1,607271242,"6.18"
"C38412",1,2025-12-14,2025-12-13,1,,-1,0,0,1,0,5,1,0,0,25,0,22,1,206,410,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,98,98,0,0,98,98,18,116,2,1,0,0,0,-1,607271242,"6.18"
"C38415",2,2026-02-04,2026-02-03,1,,-1,0,0,0,0,5,2,3,0,25,1,22,1,410,422,0,0,0,0,1,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,16,0,16,0,0,16,16,0,16,1,1,0,0,0,-1,607271242,"6.18"
"C38436",1,2025-12-31,2025-12-30,1,,-1,0,1,1,0,3,1,0,0,25,0,22,1,99,99,0,1,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,1,0,1,0,0,1,1,26,27,1,1,0,0,0,-1,607271242,"6.18"
"C38439",1,2026-01-29,2026-01-28,1,,-1,0,0,0,0,37,1,0,0,55,0,22,1,99,99,0,0,0,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,4,0,4,0,0,4,4,31,35,1,1,0,0,0,-1,607271242,"6.18"
"C38442",1,2026-02-26,2026-02-25,1,,-1,0,0,1,0,5,1,0,0,55,0,22,3,336,312,0,0,1,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,13,0,13,0,0,13,13,0,13,1,1,0,0,0,-1,607271242,"6.18"
"C38445",1,2026-01-01,2025-12-31,1,,-1,4,0,0,0,98,1,0,0,25,0,22,1,116,422,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,20,0,20,0,0,20,20,0,20,1,1,0,0,0,-1,607271242,"6.18"
"C38448",2,2026-01-04,2026-01-03,1,,-1,0,0,1,1,5,1,3,0,25,1,22,1,101,410,0,0,1,1,1,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,42,0,42,0,0,42,42,10,52,1,1,0,0,0,-1,607271242,"6.18"
"C38451",1,2025-12-30,2025-12-29,1,,-1,1,0,1,0,5,1,0,0,55,0,22,1,116,204,1,0,1,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,15,0,15,0,0,15,15,2,17,1,1,0,0,0,-1,607271242,"6.18"
"C38454",1,2025-11-13,2025-11-12,1,,-1,0,0,1,0,3,1,0,0,25,0,22,1,335,410,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,166,166,0,0,166,166,0,166,2,1,0,0,0,-1,607271242,"6.18"
"C38460",1,2026-01-01,2025-12-31,1,,-1,0,0,1,0,5,1,0,0,25,0,22,1,205,410,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,31,31,0,0,31,31,0,31,2,1,0,0,0,-1,607271242,"6.18"
"C38463",1,2025-12-30,2025-12-29,1,,-1,0,0,0,0,36,1,0,0,18,0,22,1,336,99,0,0,0,0,0,18,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,19,0,19,0,0,19,19,0,19,1,1,0,0,0,-1,607271242,"6.18"
"C38466",1,2025-12-31,2025-12-30,1,,-1,0,0,1,2,5,1,0,0,25,0,22,1,101,423,0,0,1,2,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,31,0,31,0,0,31,31,0,31,1,1,0,0,0,-1,607271242,"6.18"
"C38469",1,2025-12-31,2025-12-30,1,,-1,0,0,1,2,56,1,0,0,18,0,22,1,116,314,0,0,1,2,0,18,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,42,0,42,0,0,42,42,5,47,1,1,0,0,0,-1,607271242,"6.18"
"C38472",1,2025-12-27,2025-12-26,1,,-1,0,0,1,0,5,1,0,0,25,0,22,1,101,312,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,62,0,62,0,0,62,62,6,68,1,1,0,0,0,-1,607271242,"6.18"
"C38475",1,2026-02-01,2026-01-31,1,,-1,0,0,1,0,46,2,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,21,0,3,116,-1,242,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,242,0,242,242,23,265,4,0,0,0,0,-1,607271242,"6.18"
"C38481",1,2026-01-24,2026-01-23,1,,-1,0,0,1,0,5,1,0,0,25,0,22,1,410,410,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,93,93,0,0,93,93,0,93,2,1,0,0,0,-1,607271242,"6.18"
"C38484",1,2025-12-30,2025-12-29,1,,-1,9,0,1,0,5,1,0,0,25,0,22,3,440,422,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,37,0,37,0,0,37,37,8,45,1,1,0,0,0,-1,607271242,"6.18"
"C38487",3,2025-12-05,2025-12-04,1,,-1,1,0,1,0,35,0,1,0,-1,0,22,1,206,99,1,0,1,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,146,146,0,0,146,146,0,146,2,1,0,0,0,-1,607271242,"6.18"
"C38490",3,2025-12-06,2025-12-05,1,,-1,0,0,0,0,2,0,1,0,-1,0,22,1,335,215,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,68,68,0,0,68,68,0,68,2,1,0,0,0,-1,607271242,"6.18"
"C38493",3,2025-12-11,2025-12-10,1,,-1,1,0,1,0,47,0,1,0,-1,0,22,1,215,99,1,0,1,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,31,31,0,0,31,31,0,31,2,1,0,0,0,-1,607271242,"6.18"
"C38496",3,2025-12-26,2025-12-25,1,,-1,9,0,1,0,56,0,1,0,-1,0,22,1,206,99,0,0,1,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,24,24,0,0,24,24,0,24,2,1,0,0,0,-1,607271242,"6.18"
"C38499",1,2025-12-27,2025-12-26,1,,-1,0,0,0,0,5,1,0,0,25,0,22,3,118,99,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,33,0,33,0,0,33,33,0,33,1,1,0,0,0,-1,607271242,"6.18"
"C38502",1,2025-12-31,2025-12-30,1,,-1,0,0,0,0,5,1,0,0,25,0,22,3,118,99,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,29,0,29,0,0,29,29,3,32,1,1,0,0,0,-1,607271242,"6.18"
"C38505",1,2026-01-01,2025-12-31,1,,-1,0,0,1,0,4,1,0,0,25,0,22,1,101,423,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,20,0,20,0,0,20,20,0,20,1,1,0,0,0,-1,607271242,"6.18"
"C38508",1,2026-01-03,2026-01-02,1,,-1,0,0,0,0,3,1,0,0,55,0,22,1,101,423,0,0,0,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,18,0,18,0,0,18,18,0,18,1,1,0,0,0,-1,607271242,"6.18"
"C38511",1,2026-01-03,2026-01-02,1,,-1,0,0,0,0,56,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,21,1,1,101,-1,6,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,6,265,271,6,0,6,4,0,1,0,0,-1,607271242,"6.18"
"C38514",1,2026-02-14,2026-02-13,1,,-1,9,1,1,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,21,1,2,101,-1,6,0,1,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,6,223,229,6,11,17,4,0,1,0,0,-1,607271242,"6.18"
"C38517",2,2025-12-29,2025-12-28,1,,-1,0,0,0,0,3,1,1,0,25,1,22,1,116,410,0,0,0,0,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,55,0,55,0,0,55,55,87,142,1,1,0,0,0,-1,607271242,"6.18"
"C38523",1,2025-12-22,2025-12-21,1,,-1,0,0,0,0,5,1,0,0,25,0,22,1,116,312,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,48,0,48,0,0,48,48,263,311,1,1,0,0,0,-1,607271242,"6.18"
"C38526",1,2025-12-26,2025-12-25,1,,-1,0,0,0,0,57,1,0,0,25,0,21,1,314,-1,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,116,0,116,0,0,116,116,18,134,1,1,0,0,0,-1,607271242,"6.18"
"C38529",2,2026-01-01,2025-12-31,1,,-1,0,0,0,2,3,1,2,0,24,1,22,1,336,99,0,0,0,2,0,24,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,24,0,24,0,0,24,24,27,51,1,1,0,0,0,-1,607271242,"6.18"
"C38538",2,2026-01-01,2025-12-31,1,,-1,0,0,0,2,3,1,3,0,25,1,22,1,434,410,0,0,0,2,1,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,41,0,41,0,0,41,41,0,41,1,1,0,0,0,-1,607271242,"6.18"
"C38541",1,2026-01-04,2026-01-03,1,,-1,1,0,1,2,67,1,0,0,25,0,22,1,99,99,1,0,1,2,0,25,0,21,1,1,116,-1,125,1,0,1,2,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,124,12,143,131,2745,2876,5,1,1,0,0,-1,607271242,"6.18"
"C38559",2,2026-01-03,2026-01-02,1,,-1,0,0,0,0,5,2,1,0,25,1,22,1,314,410,0,0,0,0,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,42,0,42,0,0,42,42,57,99,1,1,0,0,0,-1,607271242,"6.18"
"C38568",1,2026-01-03,2026-01-02,1,,-1,0,1,0,2,1,1,0,0,18,0,22,3,336,410,0,1,0,2,0,18,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,14,0,14,0,0,14,14,0,14,1,1,0,0,0,-1,607271242,"6.18"
"C38571",1,2026-01-14,2026-01-13,1,,-1,4,0,0,0,23,1,0,0,25,0,22,1,116,204,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,15,0,15,0,0,15,15,2204,2219,1,1,0,0,0,-1,607271242,"6.18"
"C38574",1,2026-01-01,2025-12-31,1,,-1,0,0,1,2,15,1,0,0,25,0,22,1,336,313,0,0,1,2,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,15,0,15,0,0,15,15,7,22,1,1,0,0,0,-1,607271242,"6.18"
"C38577",1,2026-01-11,2026-01-10,1,,-1,0,1,0,0,5,1,0,0,55,0,22,1,116,431,0,1,0,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,133,133,0,0,133,133,253,386,2,1,0,0,0,-1,607271242,"6.18"
"C38580",1,2026-01-03,2026-01-02,1,,-1,0,0,1,0,5,1,0,0,25,0,22,1,336,423,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,13,0,13,0,0,13,13,0,13,1,1,0,0,0,-1,607271242,"6.18"
"C38583",1,2026-01-17,2026-01-16,1,,-1,6,0,1,0,5,1,0,0,25,0,22,1,101,313,0,0,1,0,0,25,0,21,0,1,101,-1,111,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,91,0,91,75,0,166,166,134,300,5,1,0,0,0,-1,607271242,"6.18"
"C38586",1,2026-02-03,2026-02-02,1,,-1,4,0,0,0,5,1,0,0,25,0,21,1,101,-1,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,240,0,240,0,0,240,240,184,424,1,1,0,0,0,-1,607271242,"6.18"
"C38589",1,2025-12-27,2025-12-26,1,,-1,0,0,0,1,5,1,0,0,25,0,22,3,314,99,0,0,0,1,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,34,0,34,0,0,34,34,4,38,1,1,0,0,0,-1,607271242,"6.18"
"C38592",1,2025-12-23,2025-12-22,1,,-1,1,0,1,0,5,1,0,0,25,0,22,1,116,312,1,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,15,0,15,0,0,15,15,81,96,1,1,0,0,0,-1,607271242,"6.18"
"C38595",1,2026-01-05,2026-01-04,1,,-1,1,1,1,0,123,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,22,1,2,116,410,32,1,1,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,32,160,192,32,611,643,4,0,1,0,0,-1,607271242,"6.18"
"C38598",1,2026-01-03,2026-01-02,1,,-1,0,0,1,0,5,1,0,0,25,0,22,3,206,313,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,53,0,53,0,0,53,53,17,70,1,1,0,0,0,-1,607271242,"6.18"
"C38607",2,2026-01-04,2026-01-03,1,,-1,0,0,1,0,5,1,2,0,25,1,22,1,434,302,0,0,1,0,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,49,0,49,0,0,49,49,0,49,1,1,0,0,0,-1,607271242,"6.18"
"C38610",1,2026-01-01,2025-12-31,1,,-1,0,0,0,1,124,1,0,0,25,0,22,1,116,99,0,0,0,1,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,18,0,18,0,0,18,18,21,39,1,1,0,0,0,-1,607271242,"6.18"
"C38613",2,2026-01-03,2026-01-02,1,,-1,9,0,0,0,3,1,1,0,25,1,22,1,99,312,0,0,0,0,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,16,0,16,0,0,16,16,0,16,1,1,0,0,0,-1,607271242,"6.18"
"C38628",1,2026-01-10,2026-01-09,1,,-1,9,0,1,2,125,1,0,0,55,0,0,-1,-1,-1,0,0,0,0,0,-1,0,21,0,3,101,-1,264,0,0,1,2,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,264,0,264,264,4,268,4,0,0,0,0,-1,607271242,"6.18"
"C38631",1,2026-01-09,2026-01-08,1,,-1,0,0,0,0,3,1,0,0,25,0,22,1,336,99,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,8,0,8,0,0,8,8,128,136,1,1,0,0,0,-1,607271242,"6.18"
"C38634",1,2026-01-06,2026-01-05,1,,-1,1,0,1,2,5,1,0,0,18,0,22,1,116,116,1,0,1,2,0,18,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,81,0,81,0,0,81,81,5,86,1,1,0,0,0,-1,607271242,"6.18"
"C38643",1,2026-06-14,2026-06-13,1,,-1,0,0,1,0,5,1,0,0,18,0,22,1,335,99,0,0,1,0,0,18,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,17,0,17,0,0,17,17,2,19,1,1,0,0,0,-1,607271242,"6.18"
"C38646",1,2026-01-06,2026-01-05,1,,-1,1,0,1,2,126,1,0,0,25,0,22,1,116,423,1,0,1,2,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,16,0,16,0,0,16,16,0,16,1,1,0,0,0,-1,607271242,"6.18"
"C38649",1,2026-01-10,2026-01-09,1,,-1,0,0,1,0,3,1,0,0,25,0,22,1,99,99,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,26,0,26,0,0,26,26,106,132,1,1,0,0,0,-1,607271242,"6.18"
"C38652",1,2026-01-03,2026-01-02,1,,-1,0,0,0,0,56,1,0,0,25,0,22,3,336,422,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,16,0,16,0,0,16,16,0,16,1,1,0,0,0,-1,607271242,"6.18"
